"","kratica","datum","tip","tecaj"
"3250","ETB",2016-09-20,"nakupni",22.1581948871
"3251","NAD",2016-09-20,"nakupni",13.8545317576
"3252","PGK",2016-09-20,"nakupni",3.1696073663
"3253","SDG",2016-09-20,"nakupni",6.0699836335
"3254","MOP",2016-09-20,"nakupni",7.9901179239
"3255","NIO",2016-09-20,"nakupni",28.9286979911
"3256","BMD",2016-09-20,"nakupni",1
"3257","KZT",2016-09-20,"nakupni",339.5182236407
"3258","PAB",2016-09-20,"nakupni",1
"3259","BAM",2016-09-20,"nakupni",1.7505993344
"3260","GYD",2016-09-20,"nakupni",207.2027831478
"3261","YER",2016-09-20,"nakupni",250.1252377094
"3262","MGA",2016-09-20,"nakupni",3054.5543405217
"3263","KYD",2016-09-20,"nakupni",0.8200000019
"3264","MZN",2016-09-20,"nakupni",77.4098658837
"3265","RSD",2016-09-20,"nakupni",110.3895687857
"3266","SCR",2016-09-20,"nakupni",13.2391447619
"3267","AMD",2016-09-20,"nakupni",473.9583580161
"3268","SBD",2016-09-20,"nakupni",7.7790742902
"3269","AZN",2016-09-20,"nakupni",1.6480722878
"3270","SLL",2016-09-20,"nakupni",5647.4841830906
"3271","TOP",2016-09-20,"nakupni",2.1673168617
"3272","BZD",2016-09-20,"nakupni",1.9948871839
"3273","MWK",2016-09-20,"nakupni",721.2305296095
"3274","GMD",2016-09-20,"nakupni",42.7843991262
"3275","BIF",2016-09-20,"nakupni",1674.9298256055
"3276","SOS",2016-09-20,"nakupni",581.8452572077
"3277","HTG",2016-09-20,"nakupni",65.2826216066
"3278","GNF",2016-09-20,"nakupni",9096.9113957056
"3279","MVR",2016-09-20,"nakupni",15.4099992095
"3280","MNT",2016-09-20,"nakupni",2244.9712643666
"3281","CDF",2016-09-20,"nakupni",981.8938767676
"3282","STD",2016-09-20,"nakupni",21872.265966754
"3283","TJS",2016-09-20,"nakupni",7.8720000221
"3284","KPW",2016-09-20,"nakupni",129.5835199283
"3285","MMK",2016-09-20,"nakupni",1243.2244268735
"3286","LSL",2016-09-20,"nakupni",13.8545317576
"3287","LRD",2016-09-20,"nakupni",89.9888323859
"3288","KGS",2016-09-20,"nakupni",68.6011722341
"3289","GIP",2016-09-20,"nakupni",0.7706906095
"3290","XPT",2016-09-20,"nakupni",0.0009677442
"3291","MDL",2016-09-20,"nakupni",19.7298704534
"3292","CUP",2016-09-20,"nakupni",26.5
"3293","KHR",2016-09-20,"nakupni",4103.9025018165
"3294","MKD",2016-09-20,"nakupni",55.1185559075
"3295","VUV",2016-09-20,"nakupni",109.5751050165
"3296","MRO",2016-09-20,"nakupni",356.9553028649
"3297","ANG",2016-09-20,"nakupni",1.7899999932
"3298","SZL",2016-09-20,"nakupni",13.8545317576
"3299","CVE",2016-09-20,"nakupni",98.3468871735
"3300","SRD",2016-09-20,"nakupni",7.8103905844
"3301","XPD",2016-09-20,"nakupni",0.0014533589
"3302","SVC",2016-09-20,"nakupni",8.75
"3303","BSD",2016-09-20,"nakupni",1
"3304","XDR",2016-09-20,"nakupni",0.7167499929
"3305","RWF",2016-09-20,"nakupni",804.6346958481
"3306","AWG",2016-09-20,"nakupni",1.79
"3307","DJF",2016-09-20,"nakupni",177.9891497674
"3308","BTN",2016-09-20,"nakupni",66.9801663692
"3309","KMF",2016-09-20,"nakupni",440.3442097172
"3310","WST",2016-09-20,"nakupni",2.5006251563
"3311","SPL",2016-09-20,"nakupni",0.1666666667
"3312","ERN",2016-09-20,"nakupni",10.4699971239
"3313","FKP",2016-09-20,"nakupni",0.7706906095
"3314","SHP",2016-09-20,"nakupni",0.7706906095
"3315","JEP",2016-09-20,"nakupni",0.7706906095
"3316","TMT",2016-09-20,"nakupni",3.5
"3317","TVD",2016-09-20,"nakupni",1.3239232495
"3318","IMP",2016-09-20,"nakupni",0.7706906095
"3319","GGP",2016-09-20,"nakupni",0.7706906095
"3320","ZMW",2016-09-20,"nakupni",9.9399902906
"3321","USD",2016-09-21,"nakupni",1
"3322","EUR",2016-09-21,"nakupni",0.8957094143
"3323","GBP",2016-09-21,"nakupni",0.7705600176
"3324","INR",2016-09-21,"nakupni",66.9959633842
"3325","AUD",2016-09-21,"nakupni",1.3180604561
"3326","CAD",2016-09-21,"nakupni",1.3186114279
"3327","SGD",2016-09-21,"nakupni",1.357991608
"3328","CHF",2016-09-21,"nakupni",0.9757121756
"3329","MYR",2016-09-21,"nakupni",4.131564378
"3330","JPY",2016-09-21,"nakupni",100.638788404
"3331","CNY",2016-09-21,"nakupni",6.6728385723
"3332","NZD",2016-09-21,"nakupni",1.3652339306
"3333","THB",2016-09-21,"nakupni",34.7097536724
"3334","HUF",2016-09-21,"nakupni",276.1379142514
"3335","AED",2016-09-21,"nakupni",3.6731436341
"3336","HKD",2016-09-21,"nakupni",7.7559878288
"3337","MXN",2016-09-21,"nakupni",19.8473977638
"3338","ZAR",2016-09-21,"nakupni",13.6911995819
"3339","PHP",2016-09-21,"nakupni",47.7605038999
"3340","SEK",2016-09-21,"nakupni",8.5840302593
"3341","IDR",2016-09-21,"nakupni",13122.077247479
"3342","SAR",2016-09-21,"nakupni",3.7502904458
"3343","BRL",2016-09-21,"nakupni",3.2387888485
"3344","TRY",2016-09-21,"nakupni",2.9755432266
"3345","KES",2016-09-21,"nakupni",101.2064867664
"3346","KRW",2016-09-21,"nakupni",1113.0590453484
"3347","EGP",2016-09-21,"nakupni",8.8765543323
"3348","IQD",2016-09-21,"nakupni",1168.846679889
"3349","NOK",2016-09-21,"nakupni",8.2958957783
"3350","KWD",2016-09-21,"nakupni",0.3013160218
"3351","RUB",2016-09-21,"nakupni",64.2381438401
"3352","DKK",2016-09-21,"nakupni",6.6775541272
"3353","PKR",2016-09-21,"nakupni",104.7279825785
"3354","ILS",2016-09-21,"nakupni",3.7741859462
"3355","PLN",2016-09-21,"nakupni",3.8483982802
"3356","QAR",2016-09-21,"nakupni",3.6407804421
"3357","XAU",2016-09-21,"nakupni",0.0007534552
"3358","OMR",2016-09-21,"nakupni",0.3850036015
"3359","COP",2016-09-21,"nakupni",2894.5839704341
"3360","CLP",2016-09-21,"nakupni",665.5249414132
"3361","TWD",2016-09-21,"nakupni",31.2850803048
"3362","ARS",2016-09-21,"nakupni",15.1457462737
"3363","CZK",2016-09-21,"nakupni",24.2036521014
"3364","VND",2016-09-21,"nakupni",22326.563428674
"3365","MAD",2016-09-21,"nakupni",9.755106419
"3366","JOD",2016-09-21,"nakupni",0.7091252356
"3367","BHD",2016-09-21,"nakupni",0.3769710123
"3368","XOF",2016-09-21,"nakupni",587.5468602879
"3369","LKR",2016-09-21,"nakupni",146.1881099482
"3370","UAH",2016-09-21,"nakupni",25.9429038278
"3371","NGN",2016-09-21,"nakupni",315.5584006423
"3372","TND",2016-09-21,"nakupni",2.2109807626
"3373","UGX",2016-09-21,"nakupni",3386.8017950889
"3374","RON",2016-09-21,"nakupni",3.9857397117
"3375","BDT",2016-09-21,"nakupni",78.5854015715
"3376","PEN",2016-09-21,"nakupni",3.3742994927
"3377","GEL",2016-09-21,"nakupni",2.315038105
"3378","XAF",2016-09-21,"nakupni",587.5468602879
"3379","FJD",2016-09-21,"nakupni",2.0563477532
"3380","VEF",2016-09-21,"nakupni",9.9513581892
"3381","BYN",2016-09-21,"nakupni",1.9498222779
"3382","HRK",2016-09-21,"nakupni",6.7277154807
"3383","UZS",2016-09-21,"nakupni",3005.0785828049
"3384","BGN",2016-09-21,"nakupni",1.7553269179
"3385","DZD",2016-09-21,"nakupni",109.3765128896
"3386","IRR",2016-09-21,"nakupni",30097
"3387","DOP",2016-09-21,"nakupni",46.1533557293
"3388","ISK",2016-09-21,"nakupni",115.2034414497
"3389","XAG",2016-09-21,"nakupni",0.050707489
"3390","CRC",2016-09-21,"nakupni",550.25667434
"3391","SYP",2016-09-21,"nakupni",213.7541131042
"3392","LYD",2016-09-21,"nakupni",1.3872261078
"3393","JMD",2016-09-21,"nakupni",127.6038528829
"3394","MUR",2016-09-21,"nakupni",35.5738309794
"3395","GHS",2016-09-21,"nakupni",3.9515421038
"3396","AOA",2016-09-21,"nakupni",165.711365724
"3397","UYU",2016-09-21,"nakupni",28.5060503709
"3398","AFN",2016-09-21,"nakupni",66.767000935
"3399","LBP",2016-09-21,"nakupni",1506.0991335067
"3400","XPF",2016-09-21,"nakupni",106.8865649544
"3401","TTD",2016-09-21,"nakupni",6.6949103964
"3402","TZS",2016-09-21,"nakupni",2186.0970807005
"3403","ALL",2016-09-21,"nakupni",122.9386265788
"3404","XCD",2016-09-21,"nakupni",2.7000000027
"3405","GTQ",2016-09-21,"nakupni",7.5164796618
"3406","NPR",2016-09-21,"nakupni",107.2214642643
"3407","BOB",2016-09-21,"nakupni",6.9301009182
"3408","ZWD",2016-09-21,"nakupni",361.9
"3409","BBD",2016-09-21,"nakupni",2
"3410","CUC",2016-09-21,"nakupni",1
"3411","LAK",2016-09-21,"nakupni",8097.7186162361
"3412","BND",2016-09-21,"nakupni",1.357991608
"3413","BWP",2016-09-21,"nakupni",10.5845026556
"3414","HNL",2016-09-21,"nakupni",22.9825930494
"3415","PYG",2016-09-21,"nakupni",5565.5864722253
"3416","ETB",2016-09-21,"nakupni",22.1581948871
"3417","NAD",2016-09-21,"nakupni",13.6911995819
"3418","PGK",2016-09-21,"nakupni",3.1696073703
"3419","SDG",2016-09-21,"nakupni",6.1815757179
"3420","MOP",2016-09-21,"nakupni",7.9886674637
"3421","NIO",2016-09-21,"nakupni",28.9335979634
"3422","BMD",2016-09-21,"nakupni",1
"3423","KZT",2016-09-21,"nakupni",340.2820909777
"3424","PAB",2016-09-21,"nakupni",1
"3425","BAM",2016-09-21,"nakupni",1.7518553438
"3426","GYD",2016-09-21,"nakupni",207.2018957837
"3427","YER",2016-09-21,"nakupni",250.1342502269
"3428","MGA",2016-09-21,"nakupni",3050.5097520359
"3429","KYD",2016-09-21,"nakupni",0.8199999967
"3430","MZN",2016-09-21,"nakupni",76.7029842326
"3431","RSD",2016-09-21,"nakupni",110.8754918525
"3432","SCR",2016-09-21,"nakupni",13.2439143964
"3433","AMD",2016-09-21,"nakupni",473.9583580187
"3434","SBD",2016-09-21,"nakupni",7.7790742902
"3435","AZN",2016-09-21,"nakupni",1.6441219729
"3436","SLL",2016-09-21,"nakupni",5647.7447515754
"3437","TOP",2016-09-21,"nakupni",2.1683202212
"3438","BZD",2016-09-21,"nakupni",1.9949916991
"3439","MWK",2016-09-21,"nakupni",720.726814049
"3440","GMD",2016-09-21,"nakupni",42.8408494101
"3441","BIF",2016-09-21,"nakupni",1670.0988440873
"3442","SOS",2016-09-21,"nakupni",580.8271278436
"3443","HTG",2016-09-21,"nakupni",65.3332714337
"3444","GNF",2016-09-21,"nakupni",9099.2609718651
"3445","MVR",2016-09-21,"nakupni",15.3291934296
"3446","MNT",2016-09-21,"nakupni",2245.2763524498
"3447","CDF",2016-09-21,"nakupni",991.1314299327
"3448","STD",2016-09-21,"nakupni",21967.63317143
"3449","TJS",2016-09-21,"nakupni",7.8720000202
"3450","KPW",2016-09-21,"nakupni",129.3633762518
"3451","MMK",2016-09-21,"nakupni",1260.0688837362
"3452","LSL",2016-09-21,"nakupni",13.6911995819
"3453","LRD",2016-09-21,"nakupni",91.0893079609
"3454","KGS",2016-09-21,"nakupni",68.8015796843
"3455","GIP",2016-09-21,"nakupni",0.7705600176
"3456","XPT",2016-09-21,"nakupni",0.0009529112
"3457","MDL",2016-09-21,"nakupni",19.7448776079
"3458","CUP",2016-09-21,"nakupni",26.5
"3459","KHR",2016-09-21,"nakupni",4109.7833430418
"3460","MKD",2016-09-21,"nakupni",55.2649960783
"3461","VUV",2016-09-21,"nakupni",109.448188243
"3462","MRO",2016-09-21,"nakupni",357.0369493112
"3463","ANG",2016-09-21,"nakupni",1.789299995
"3464","SZL",2016-09-21,"nakupni",13.6911995819
"3465","CVE",2016-09-21,"nakupni",98.8792000664
"3466","SRD",2016-09-21,"nakupni",7.7976141294
"3467","XPD",2016-09-21,"nakupni",0.0014620318
"3468","SVC",2016-09-21,"nakupni",8.75
"3469","BSD",2016-09-21,"nakupni",1
"3470","XDR",2016-09-21,"nakupni",0.7167359932
"3471","RWF",2016-09-21,"nakupni",804.8925501951
"3472","AWG",2016-09-21,"nakupni",1.79
"3473","DJF",2016-09-21,"nakupni",177.9897290705
"3474","BTN",2016-09-21,"nakupni",66.9959633842
"3475","KMF",2016-09-21,"nakupni",440.6601452159
"3476","WST",2016-09-21,"nakupni",2.4990222758
"3477","SPL",2016-09-21,"nakupni",0.1666666667
"3478","ERN",2016-09-21,"nakupni",10.4699971239
"3479","FKP",2016-09-21,"nakupni",0.7705600176
"3480","SHP",2016-09-21,"nakupni",0.7705600176
"3481","JEP",2016-09-21,"nakupni",0.7705600176
"3482","TMT",2016-09-21,"nakupni",3.5
"3483","TVD",2016-09-21,"nakupni",1.3180604561
"3484","IMP",2016-09-21,"nakupni",0.7705600176
"3485","GGP",2016-09-21,"nakupni",0.7705600176
"3486","ZMW",2016-09-21,"nakupni",10.0059899362
"3487","USD",2016-09-22,"nakupni",1
"3488","EUR",2016-09-22,"nakupni",0.8906850345
"3489","GBP",2016-09-22,"nakupni",0.7640356465
"3490","INR",2016-09-22,"nakupni",66.6106200243
"3491","AUD",2016-09-22,"nakupni",1.3085400919
"3492","CAD",2016-09-22,"nakupni",1.3037444029
"3493","SGD",2016-09-22,"nakupni",1.3558704095
"3494","CHF",2016-09-22,"nakupni",0.9679787164
"3495","MYR",2016-09-22,"nakupni",4.1033012783
"3496","JPY",2016-09-22,"nakupni",100.8055777763
"3497","CNY",2016-09-22,"nakupni",6.6655435973
"3498","NZD",2016-09-22,"nakupni",1.3672249066
"3499","THB",2016-09-22,"nakupni",34.6249468116
"3500","HUF",2016-09-22,"nakupni",272.3761706384
"3501","AED",2016-09-22,"nakupni",3.6731496288
"3502","HKD",2016-09-22,"nakupni",7.7559754339
"3503","MXN",2016-09-22,"nakupni",19.5646965445
"3504","ZAR",2016-09-22,"nakupni",13.6149320022
"3505","PHP",2016-09-22,"nakupni",47.8414386126
"3506","SEK",2016-09-22,"nakupni",8.536725296
"3507","IDR",2016-09-22,"nakupni",13056.283808436
"3508","SAR",2016-09-22,"nakupni",3.7498499141
"3509","BRL",2016-09-22,"nakupni",3.2112456214
"3510","TRY",2016-09-22,"nakupni",2.9444099121
"3511","KES",2016-09-22,"nakupni",101.2025903815
"3512","KRW",2016-09-22,"nakupni",1101.6773401599
"3513","EGP",2016-09-22,"nakupni",8.8812556068
"3514","IQD",2016-09-22,"nakupni",1168.2767951807
"3515","NOK",2016-09-22,"nakupni",8.108612856
"3516","KWD",2016-09-22,"nakupni",0.301298976
"3517","RUB",2016-09-22,"nakupni",63.6581062133
"3518","DKK",2016-09-22,"nakupni",6.6400727717
"3519","PKR",2016-09-22,"nakupni",104.7749152761
"3520","ILS",2016-09-22,"nakupni",3.7586582467
"3521","PLN",2016-09-22,"nakupni",3.8110204433
"3522","QAR",2016-09-22,"nakupni",3.6407462802
"3523","XAU",2016-09-22,"nakupni",0.0007451203
"3524","OMR",2016-09-22,"nakupni",0.3849995704
"3525","COP",2016-09-22,"nakupni",2885.2207723643
"3526","CLP",2016-09-22,"nakupni",658.0697357725
"3527","TWD",2016-09-22,"nakupni",31.3534135589
"3528","ARS",2016-09-22,"nakupni",15.1720129629
"3529","CZK",2016-09-22,"nakupni",24.0671327353
"3530","VND",2016-09-22,"nakupni",22306.491188935
"3531","MAD",2016-09-22,"nakupni",9.7392594835
"3532","JOD",2016-09-22,"nakupni",0.7089985903
"3533","BHD",2016-09-22,"nakupni",0.3769893895
"3534","XOF",2016-09-22,"nakupni",584.2510832007
"3535","LKR",2016-09-22,"nakupni",146.1872893076
"3536","UAH",2016-09-22,"nakupni",25.9549743487
"3537","NGN",2016-09-22,"nakupni",314.7494751553
"3538","TND",2016-09-22,"nakupni",2.2109366914
"3539","UGX",2016-09-22,"nakupni",3386.9602032172
"3540","RON",2016-09-22,"nakupni",3.9621884231
"3541","BDT",2016-09-22,"nakupni",78.5908361274
"3542","PEN",2016-09-22,"nakupni",3.3563499506
"3543","GEL",2016-09-22,"nakupni",2.3148271927
"3544","XAF",2016-09-22,"nakupni",584.2510832007
"3545","FJD",2016-09-22,"nakupni",2.0470978253
"3546","VEF",2016-09-22,"nakupni",9.9497487937
"3547","BYN",2016-09-22,"nakupni",1.9289935368
"3548","HRK",2016-09-22,"nakupni",6.7107635019
"3549","UZS",2016-09-22,"nakupni",3005.0753947144
"3550","BGN",2016-09-22,"nakupni",1.7399674971
"3551","DZD",2016-09-22,"nakupni",109.3430347983
"3552","IRR",2016-09-22,"nakupni",31255.098839034
"3553","DOP",2016-09-22,"nakupni",46.1543288028
"3554","ISK",2016-09-22,"nakupni",114.1356708809
"3555","XAG",2016-09-22,"nakupni",0.0499898298
"3556","CRC",2016-09-22,"nakupni",550.30306825
"3557","SYP",2016-09-22,"nakupni",213.7501175626
"3558","LYD",2016-09-22,"nakupni",1.3875267423
"3559","JMD",2016-09-22,"nakupni",127.5990327993
"3560","MUR",2016-09-22,"nakupni",35.4293577579
"3561","GHS",2016-09-22,"nakupni",3.9944947868
"3562","AOA",2016-09-22,"nakupni",165.7382562015
"3563","UYU",2016-09-22,"nakupni",28.5249736144
"3564","AFN",2016-09-22,"nakupni",66.7676193071
"3565","LBP",2016-09-22,"nakupni",1506.795648374
"3566","XPF",2016-09-22,"nakupni",106.2869969616
"3567","TTD",2016-09-22,"nakupni",6.694906297
"3568","TZS",2016-09-22,"nakupni",2185.8172007669
"3569","ALL",2016-09-22,"nakupni",122.9387110879
"3570","XCD",2016-09-22,"nakupni",2.7000001063
"3571","GTQ",2016-09-22,"nakupni",7.5184996443
"3572","NPR",2016-09-22,"nakupni",106.7439726963
"3573","BOB",2016-09-22,"nakupni",6.9294801358
"3574","ZWD",2016-09-22,"nakupni",361.9
"3575","BBD",2016-09-22,"nakupni",2
"3576","CUC",2016-09-22,"nakupni",1
"3577","LAK",2016-09-22,"nakupni",8112.2506646644
"3578","BND",2016-09-22,"nakupni",1.3558704095
"3579","BWP",2016-09-22,"nakupni",10.5844758128
"3580","HNL",2016-09-22,"nakupni",22.9848017595
"3581","PYG",2016-09-22,"nakupni",5575.0682945866
"3582","ETB",2016-09-22,"nakupni",22.1680337058
"3583","NAD",2016-09-22,"nakupni",13.6149320022
"3584","PGK",2016-09-22,"nakupni",3.1696073703
"3585","SDG",2016-09-22,"nakupni",6.1799838727
"3586","MOP",2016-09-22,"nakupni",7.9886546969
"3587","NIO",2016-09-22,"nakupni",28.9363992181
"3588","BMD",2016-09-22,"nakupni",1
"3589","KZT",2016-09-22,"nakupni",340.3386369438
"3590","PAB",2016-09-22,"nakupni",1
"3591","BAM",2016-09-22,"nakupni",1.7420285111
"3592","GYD",2016-09-22,"nakupni",207.2022720735
"3593","YER",2016-09-22,"nakupni",250.1294419862
"3594","MGA",2016-09-22,"nakupni",3050.6377773479
"3595","KYD",2016-09-22,"nakupni",0.820000126
"3596","MZN",2016-09-22,"nakupni",76.6698300333
"3597","RSD",2016-09-22,"nakupni",109.8395074345
"3598","SCR",2016-09-22,"nakupni",13.2370014962
"3599","AMD",2016-09-22,"nakupni",473.9583580187
"3600","SBD",2016-09-22,"nakupni",7.7972709552
"3601","AZN",2016-09-22,"nakupni",1.6441219729
"3602","SLL",2016-09-22,"nakupni",5647.569811039
"3603","TOP",2016-09-22,"nakupni",2.1468441391
"3604","BZD",2016-09-22,"nakupni",1.9948871838
"3605","MWK",2016-09-22,"nakupni",721.2249284184
"3606","GMD",2016-09-22,"nakupni",42.764155264
"3607","BIF",2016-09-22,"nakupni",1670.0066800267
"3608","SOS",2016-09-22,"nakupni",580.6324248371
"3609","HTG",2016-09-22,"nakupni",65.3432907774
"3610","GNF",2016-09-22,"nakupni",9103.1794720773
"3611","MVR",2016-09-22,"nakupni",15.3499960019
"3612","MNT",2016-09-22,"nakupni",2248.8892154794
"3613","CDF",2016-09-22,"nakupni",979.8926037706
"3614","STD",2016-09-22,"nakupni",21968.013448459
"3615","TJS",2016-09-22,"nakupni",7.8720012099
"3616","KPW",2016-09-22,"nakupni",129.7578475336
"3617","MMK",2016-09-22,"nakupni",1254.7208631557
"3618","LSL",2016-09-22,"nakupni",13.6149320022
"3619","LRD",2016-09-22,"nakupni",90.9889957908
"3620","KGS",2016-09-22,"nakupni",68.7695950365
"3621","GIP",2016-09-22,"nakupni",0.7640356465
"3622","XPT",2016-09-22,"nakupni",0.0009424213
"3623","MDL",2016-09-22,"nakupni",19.7598701539
"3624","CUP",2016-09-22,"nakupni",26.5
"3625","KHR",2016-09-22,"nakupni",4110.1520756263
"3626","MKD",2016-09-22,"nakupni",54.7785522248
"3627","VUV",2016-09-22,"nakupni",109.5751112967
"3628","MRO",2016-09-22,"nakupni",356.9517859527
"3629","ANG",2016-09-22,"nakupni",1.7899999932
"3630","SZL",2016-09-22,"nakupni",13.6149320022
"3631","CVE",2016-09-22,"nakupni",98.8751053645
"3632","SRD",2016-09-22,"nakupni",7.7668955804
"3633","XPD",2016-09-22,"nakupni",0.001433283
"3634","SVC",2016-09-22,"nakupni",8.75
"3635","BSD",2016-09-22,"nakupni",1
"3636","XDR",2016-09-22,"nakupni",0.7138499955
"3637","RWF",2016-09-22,"nakupni",804.8279374769
"3638","AWG",2016-09-22,"nakupni",1.79
"3639","DJF",2016-09-22,"nakupni",177.7698768944
"3640","BTN",2016-09-22,"nakupni",66.6106200243
"3641","KMF",2016-09-22,"nakupni",438.1883124005
"3642","WST",2016-09-22,"nakupni",2.4894199651
"3643","SPL",2016-09-22,"nakupni",0.1666666667
"3644","ERN",2016-09-22,"nakupni",10.4699971239
"3645","FKP",2016-09-22,"nakupni",0.7640356465
"3646","SHP",2016-09-22,"nakupni",0.7640356465
"3647","JEP",2016-09-22,"nakupni",0.7640356465
"3648","TMT",2016-09-22,"nakupni",3.5
"3649","TVD",2016-09-22,"nakupni",1.3085400919
"3650","IMP",2016-09-22,"nakupni",0.7640356465
"3651","GGP",2016-09-22,"nakupni",0.7640356465
"3652","ZMW",2016-09-22,"nakupni",10.0499498329
"3653","USD",2016-09-23,"nakupni",1
"3654","EUR",2016-09-23,"nakupni",0.8910591486
"3655","GBP",2016-09-23,"nakupni",0.7717185367
"3656","INR",2016-09-23,"nakupni",66.6737681679
"3657","AUD",2016-09-23,"nakupni",1.3124660648
"3658","CAD",2016-09-23,"nakupni",1.3167236888
"3659","SGD",2016-09-23,"nakupni",1.3594694572
"3660","CHF",2016-09-23,"nakupni",0.9702864361
"3661","MYR",2016-09-23,"nakupni",4.1110312368
"3662","JPY",2016-09-23,"nakupni",101.0534592925
"3663","CNY",2016-09-23,"nakupni",6.6688606901
"3664","NZD",2016-09-23,"nakupni",1.3825435761
"3665","THB",2016-09-23,"nakupni",34.6349398994
"3666","HUF",2016-09-23,"nakupni",272.5173449502
"3667","AED",2016-09-23,"nakupni",3.6731436437
"3668","HKD",2016-09-23,"nakupni",7.7567398156
"3669","MXN",2016-09-23,"nakupni",19.7404176542
"3670","ZAR",2016-09-23,"nakupni",13.6985367792
"3671","PHP",2016-09-23,"nakupni",48.112652064
"3672","SEK",2016-09-23,"nakupni",8.5475918309
"3673","IDR",2016-09-23,"nakupni",13078.908351878
"3674","SAR",2016-09-23,"nakupni",3.7511727824
"3675","BRL",2016-09-23,"nakupni",3.2263126098
"3676","TRY",2016-09-23,"nakupni",2.9534182785
"3677","KES",2016-09-23,"nakupni",101.1578334418
"3678","KRW",2016-09-23,"nakupni",1103.2053331546
"3679","EGP",2016-09-23,"nakupni",8.8781825327
"3680","IQD",2016-09-23,"nakupni",1182.4811559928
"3681","NOK",2016-09-23,"nakupni",8.1105463609
"3682","KWD",2016-09-23,"nakupni",0.3014510367
"3683","RUB",2016-09-23,"nakupni",63.9216400414
"3684","DKK",2016-09-23,"nakupni",6.6426366826
"3685","PKR",2016-09-23,"nakupni",104.7386166736
"3686","ILS",2016-09-23,"nakupni",3.7606162302
"3687","PLN",2016-09-23,"nakupni",3.8364085919
"3688","QAR",2016-09-23,"nakupni",3.6410008687
"3689","XAU",2016-09-23,"nakupni",0.000747092
"3690","OMR",2016-09-23,"nakupni",0.3850957323
"3691","COP",2016-09-23,"nakupni",2898.0557983155
"3692","CLP",2016-09-23,"nakupni",661.5873393229
"3693","TWD",2016-09-23,"nakupni",31.3489271532
"3694","ARS",2016-09-23,"nakupni",15.157345678
"3695","CZK",2016-09-23,"nakupni",24.0772327768
"3696","VND",2016-09-23,"nakupni",22317.009370817
"3697","MAD",2016-09-23,"nakupni",9.7224432501
"3698","JOD",2016-09-23,"nakupni",0.709035834
"3699","BHD",2016-09-23,"nakupni",0.3769808132
"3700","XOF",2016-09-23,"nakupni",584.4964859509
"3701","LKR",2016-09-23,"nakupni",146.2880746937
"3702","UAH",2016-09-23,"nakupni",25.9779073779
"3703","NGN",2016-09-23,"nakupni",315.2395846272
"3704","TND",2016-09-23,"nakupni",2.2013836627
"3705","UGX",2016-09-23,"nakupni",3385.6109595925
"3706","RON",2016-09-23,"nakupni",3.9631075684
"3707","BDT",2016-09-23,"nakupni",78.4766986284
"3708","PEN",2016-09-23,"nakupni",3.357569162
"3709","GEL",2016-09-23,"nakupni",2.3194924725
"3710","XAF",2016-09-23,"nakupni",584.4964859509
"3711","FJD",2016-09-23,"nakupni",2.0482979253
"3712","VEF",2016-09-23,"nakupni",9.951158842
"3713","BYN",2016-09-23,"nakupni",1.929201331
"3714","HRK",2016-09-23,"nakupni",6.683773032
"3715","UZS",2016-09-23,"nakupni",3005.2754394927
"3716","BGN",2016-09-23,"nakupni",1.7441856177
"3717","DZD",2016-09-23,"nakupni",109.0497769136
"3718","IRR",2016-09-23,"nakupni",31407.833768844
"3719","DOP",2016-09-23,"nakupni",46.1368325723
"3720","ISK",2016-09-23,"nakupni",114.3626559623
"3721","XAG",2016-09-23,"nakupni",0.0506126363
"3722","CRC",2016-09-23,"nakupni",550.6750079077
"3723","SYP",2016-09-23,"nakupni",213.7441131048
"3724","LYD",2016-09-23,"nakupni",1.3795823111
"3725","JMD",2016-09-23,"nakupni",127.5938528839
"3726","MUR",2016-09-23,"nakupni",35.4740663462
"3727","GHS",2016-09-23,"nakupni",3.9939149966
"3728","AOA",2016-09-23,"nakupni",165.7382562015
"3729","UYU",2016-09-23,"nakupni",28.4531755674
"3730","AFN",2016-09-23,"nakupni",66.6018129506
"3731","LBP",2016-09-23,"nakupni",1506.6958244067
"3732","XPF",2016-09-23,"nakupni",106.3316406467
"3733","TTD",2016-09-23,"nakupni",6.7039102684
"3734","TZS",2016-09-23,"nakupni",2181.7835030364
"3735","ALL",2016-09-23,"nakupni",122.0500713959
"3736","XCD",2016-09-23,"nakupni",2.7000001106
"3737","GTQ",2016-09-23,"nakupni",7.5194197615
"3738","NPR",2016-09-23,"nakupni",106.6399355895
"3739","BOB",2016-09-23,"nakupni",6.9271009261
"3740","ZWD",2016-09-23,"nakupni",361.9
"3741","BBD",2016-09-23,"nakupni",2
"3742","CUC",2016-09-23,"nakupni",1
"3743","LAK",2016-09-23,"nakupni",8109.6566701808
"3744","BND",2016-09-23,"nakupni",1.3594694572
"3745","BWP",2016-09-23,"nakupni",10.4409913924
"3746","HNL",2016-09-23,"nakupni",22.9858712683
"3747","PYG",2016-09-23,"nakupni",5584.2113973994
"3748","ETB",2016-09-23,"nakupni",22.1709066376
"3749","NAD",2016-09-23,"nakupni",13.6985367792
"3750","PGK",2016-09-23,"nakupni",3.1695930755
"3751","SDG",2016-09-23,"nakupni",6.1755845247
"3752","MOP",2016-09-23,"nakupni",7.98944201
"3753","NIO",2016-09-23,"nakupni",28.9401931057
