"","kratica","datum","tip","tecaj"
"14245","ISK",2006-12-01,"nakupni",67.480000002
"14246","XAG",2006-12-01,"nakupni",0.0715645147
"14247","CRC",2006-12-01,"nakupni",516.66
"14248","SYP",2006-12-01,"nakupni",51.915
"14249","LYD",2006-12-01,"nakupni",1.2905
"14250","JMD",2006-12-01,"nakupni",66.845
"14251","MUR",2006-12-01,"nakupni",33.0495
"14252","AOA",2006-12-01,"nakupni",80.0078
"14253","UYU",2006-12-01,"nakupni",24.2735
"14254","AFN",2006-12-01,"nakupni",48.8556156392
"14255","LBP",2006-12-01,"nakupni",1507.4
"14256","XPF",2006-12-01,"nakupni",89.6248709636
"14257","TTD",2006-12-01,"nakupni",6.2844557699
"14258","TZS",2006-12-01,"nakupni",1278
"14259","ALL",2006-12-01,"nakupni",93.6595
"14260","XCD",2006-12-01,"nakupni",2.67
"14261","GTQ",2006-12-01,"nakupni",7.63
"14262","NPR",2006-12-01,"nakupni",69.8
"14263","BOB",2006-12-01,"nakupni",7.9944
"14264","ZWD",2006-12-01,"nakupni",250.5
"14265","BBD",2006-12-01,"nakupni",1.995
"14266","CUC",2006-12-01,"nakupni",0.9259
"14267","LAK",2006-12-01,"nakupni",9817.55
"14268","BND",2006-12-01,"nakupni",1.5400689595
"14269","BWP",2006-12-01,"nakupni",6.0939
"14270","HNL",2006-12-01,"nakupni",18.8935
"14271","PYG",2006-12-01,"nakupni",5407.1
"14272","ETB",2006-12-01,"nakupni",8.74925
"14273","NAD",2006-12-01,"nakupni",7.1264029558
"14274","PGK",2006-12-01,"nakupni",2.9804
"14275","MOP",2006-12-01,"nakupni",8.0085577334
"14276","NIO",2006-12-01,"nakupni",17.9279
"14277","BMD",2006-12-01,"nakupni",1
"14278","KZT",2006-12-01,"nakupni",127.9203539823
"14279","PAB",2006-12-01,"nakupni",1
"14280","BAM",2006-12-01,"nakupni",1.4689386753
"14281","GYD",2006-12-01,"nakupni",189.5
"14282","YER",2006-12-01,"nakupni",195.75
"14283","MGA",2006-12-01,"nakupni",2022
"14284","KYD",2006-12-01,"nakupni",0.8403361345
"14285","MZN",2006-12-01,"nakupni",27.03
"14286","RSD",2006-12-01,"nakupni",59.3505
"14287","SCR",2006-12-01,"nakupni",5.4469
"14288","AMD",2006-12-01,"nakupni",439.5
"14289","SBD",2006-12-01,"nakupni",7.2859744991
"14290","AZN",2006-12-01,"nakupni",0.9213
"14291","SLL",2006-12-01,"nakupni",2950
"14292","TOP",2006-12-01,"nakupni",1.998001998
"14293","BZD",2006-12-01,"nakupni",1.96985
"14294","MWK",2006-12-01,"nakupni",138.49
"14295","GMD",2006-12-01,"nakupni",27.823
"14296","BIF",2006-12-01,"nakupni",1050.3
"14297","SOS",2006-12-01,"nakupni",1342
"14298","HTG",2006-12-01,"nakupni",38.3975
"14299","GNF",2006-12-01,"nakupni",5555.6
"14300","MVR",2006-12-01,"nakupni",12.8
"14301","MNT",2006-12-01,"nakupni",1163
"14302","CDF",2006-12-01,"nakupni",432
"14303","STD",2006-12-01,"nakupni",6765
"14304","TJS",2006-12-01,"nakupni",3.2138001852
"14305","KPW",2006-12-01,"nakupni",170
"14306","MMK",2006-12-01,"nakupni",6.41955
"14307","LSL",2006-12-01,"nakupni",7.1264029558
"14308","LRD",2006-12-01,"nakupni",49
"14309","KGS",2006-12-01,"nakupni",38.748
"14310","GIP",2006-12-01,"nakupni",0.5052624207
"14311","XPT",2006-12-01,"nakupni",0.0008653782
"14312","MDL",2006-12-01,"nakupni",13.1448923916
"14313","CUP",2006-12-01,"nakupni",26.5
"14314","KHR",2006-12-01,"nakupni",4071.65
"14315","MKD",2006-12-01,"nakupni",46.3525
"14316","VUV",2006-12-01,"nakupni",106.05
"14317","MRO",2006-12-01,"nakupni",268
"14318","ANG",2006-12-01,"nakupni",1.78
"14319","SZL",2006-12-01,"nakupni",7.1264029558
"14320","CVE",2006-12-01,"nakupni",83.5
"14321","SRD",2006-12-01,"nakupni",2.8
"14322","XPD",2006-12-01,"nakupni",0.003031262
"14323","SVC",2006-12-01,"nakupni",8.75
"14324","BSD",2006-12-01,"nakupni",1
"14325","XDR",2006-12-01,"nakupni",0.6594944826
"14326","RWF",2006-12-01,"nakupni",550.68
"14327","AWG",2006-12-01,"nakupni",1.79
"14328","DJF",2006-12-01,"nakupni",174.685
"14329","BTN",2006-12-01,"nakupni",44.615
"14330","KMF",2006-12-01,"nakupni",369.4955364185
"14331","WST",2006-12-01,"nakupni",2.6631158455
"14332","SPL",2006-12-01,"nakupni",0.1666666667
"14333","ERN",2006-12-01,"nakupni",15
"14334","FKP",2006-12-01,"nakupni",0.5052624207
"14335","SHP",2006-12-01,"nakupni",0.5052624207
"14336","JEP",2006-12-01,"nakupni",0.5052624207
"14337","TVD",2006-12-01,"nakupni",1.2641635692
"14338","IMP",2006-12-01,"nakupni",0.5052624207
"14339","GGP",2006-12-01,"nakupni",0.5052624207
"14340","USD",2007-01-01,"nakupni",1
"14341","EUR",2007-01-01,"nakupni",0.7577500023
"14342","GBP",2007-01-01,"nakupni",0.51044
"14343","INR",2007-01-01,"nakupni",44.11
"14344","AUD",2007-01-01,"nakupni",1.2689
"14345","CAD",2007-01-01,"nakupni",1.1657
"14346","SGD",2007-01-01,"nakupni",1.5336
"14347","CHF",2007-01-01,"nakupni",1.21825
"14348","MYR",2007-01-01,"nakupni",3.53
"14349","JPY",2007-01-01,"nakupni",119.03
"14350","CNY",2007-01-01,"nakupni",7.816
"14351","NZD",2007-01-01,"nakupni",1.41965
"14352","THB",2007-01-01,"nakupni",35.4495
"14353","HUF",2007-01-01,"nakupni",190.52
"14354","AED",2007-01-01,"nakupni",3.6728
"14355","HKD",2007-01-01,"nakupni",7.7785
"14356","MXN",2007-01-01,"nakupni",10.792
"14357","ZAR",2007-01-01,"nakupni",7.0294
"14358","PHP",2007-01-01,"nakupni",49.0495
"14359","SEK",2007-01-01,"nakupni",6.8446
"14360","IDR",2007-01-01,"nakupni",8986.9
"14361","SAR",2007-01-01,"nakupni",3.7503
"14362","BRL",2007-01-01,"nakupni",2.13645
"14363","TRY",2007-01-01,"nakupni",1.4141
"14364","KES",2007-01-01,"nakupni",69.599
"14365","KRW",2007-01-01,"nakupni",929.985
"14366","EGP",2007-01-01,"nakupni",5.71115
"14367","IQD",2007-01-01,"nakupni",1322.2
"14368","NOK",2007-01-01,"nakupni",6.2309
"14369","KWD",2007-01-01,"nakupni",0.2891
"14370","RUB",2007-01-01,"nakupni",26.31
"14371","DKK",2007-01-01,"nakupni",5.6488
"14372","PKR",2007-01-01,"nakupni",60.89
"14373","ILS",2007-01-01,"nakupni",4.2160000005
"14374","PLN",2007-01-01,"nakupni",2.9041
"14375","QAR",2007-01-01,"nakupni",3.6405
"14376","XAU",2007-01-01,"nakupni",0.0015717092
"14377","OMR",2007-01-01,"nakupni",0.384985
"14378","COP",2007-01-01,"nakupni",2236.75
"14379","CLP",2007-01-01,"nakupni",532
"14380","TWD",2007-01-01,"nakupni",32.5875
"14381","ARS",2007-01-01,"nakupni",3.0588
"14382","CZK",2007-01-01,"nakupni",20.845
"14383","VND",2007-01-01,"nakupni",16034
"14384","MAD",2007-01-01,"nakupni",8.466
"14385","JOD",2007-01-01,"nakupni",0.709
"14386","BHD",2007-01-01,"nakupni",0.37698
"14387","XOF",2007-01-01,"nakupni",497.0514182797
"14388","LKR",2007-01-01,"nakupni",107.56
"14389","UAH",2007-01-01,"nakupni",5.0441
"14390","NGN",2007-01-01,"nakupni",128.625
"14391","TND",2007-01-01,"nakupni",1.2986
"14392","UGX",2007-01-01,"nakupni",1760.5
"14393","RON",2007-01-01,"nakupni",2.5659
"14394","BDT",2007-01-01,"nakupni",69
"14395","PEN",2007-01-01,"nakupni",3.1921
"14396","GEL",2007-01-01,"nakupni",1.7147
"14397","XAF",2007-01-01,"nakupni",497.0514182797
"14398","FJD",2007-01-01,"nakupni",1.6584
"14399","HRK",2007-01-01,"nakupni",5.5808
"14400","UZS",2007-01-01,"nakupni",1238.1256125
"14401","BGN",2007-01-01,"nakupni",1.4846
"14402","DZD",2007-01-01,"nakupni",71.11
"14403","IRR",2007-01-01,"nakupni",9217.45
"14404","DOP",2007-01-01,"nakupni",33.2295
"14405","ISK",2007-01-01,"nakupni",71.1075
"14406","XAG",2007-01-01,"nakupni",0.0776578396
"14407","CRC",2007-01-01,"nakupni",517.295
"14408","SYP",2007-01-01,"nakupni",52.1385
"14409","LYD",2007-01-01,"nakupni",1.27575
"14410","JMD",2007-01-01,"nakupni",66
"14411","MUR",2007-01-01,"nakupni",33.25
"14412","AOA",2007-01-01,"nakupni",80.0832
"14413","UYU",2007-01-01,"nakupni",24.4
"14414","AFN",2007-01-01,"nakupni",49.1022
"14415","LBP",2007-01-01,"nakupni",1509.95
"14416","XPF",2007-01-01,"nakupni",90.4236279632
"14417","TTD",2007-01-01,"nakupni",6.2505
"14418","TZS",2007-01-01,"nakupni",1262.3
"14419","ALL",2007-01-01,"nakupni",93.96
"14420","XCD",2007-01-01,"nakupni",2.67
"14421","GTQ",2007-01-01,"nakupni",7.6346
"14422","NPR",2007-01-01,"nakupni",70
"14423","BOB",2007-01-01,"nakupni",7.98405
"14424","ZWD",2007-01-01,"nakupni",249.655
"14425","BBD",2007-01-01,"nakupni",1.995
"14426","CUC",2007-01-01,"nakupni",0.9259
"14427","LAK",2007-01-01,"nakupni",9684.15
"14428","BND",2007-01-01,"nakupni",1.5336
"14429","BWP",2007-01-01,"nakupni",6.0159
"14430","HNL",2007-01-01,"nakupni",18.869
"14431","PYG",2007-01-01,"nakupni",5162.95
"14432","ETB",2007-01-01,"nakupni",8.78645
"14433","NAD",2007-01-01,"nakupni",7.0294
"14434","PGK",2007-01-01,"nakupni",2.93285
"14435","MOP",2007-01-01,"nakupni",8.011855
"14436","NIO",2007-01-01,"nakupni",17.876
"14437","BMD",2007-01-01,"nakupni",1
"14438","KZT",2007-01-01,"nakupni",126.765
"14439","PAB",2007-01-01,"nakupni",1
"14440","BAM",2007-01-01,"nakupni",1.4820301871
"14441","GYD",2007-01-01,"nakupni",190
"14442","YER",2007-01-01,"nakupni",195.75
"14443","MGA",2007-01-01,"nakupni",2013.25
"14444","KYD",2007-01-01,"nakupni",0.82
"14445","MZN",2007-01-01,"nakupni",27.03
"14446","RSD",2007-01-01,"nakupni",59.726
"14447","SCR",2007-01-01,"nakupni",5.4467
"14448","AMD",2007-01-01,"nakupni",446.4822263798
"14449","SBD",2007-01-01,"nakupni",7.2859744991
"14450","AZN",2007-01-01,"nakupni",0.8709
"14451","SLL",2007-01-01,"nakupni",2950
"14452","TOP",2007-01-01,"nakupni",2.0533880903
"14453","BZD",2007-01-01,"nakupni",1.95735
"14454","MWK",2007-01-01,"nakupni",139.15
"14455","GMD",2007-01-01,"nakupni",27.687
"14456","BIF",2007-01-01,"nakupni",1001.25
"14457","SOS",2007-01-01,"nakupni",1378.1
"14458","HTG",2007-01-01,"nakupni",36.8495
"14459","GNF",2007-01-01,"nakupni",5548.4
"14460","MVR",2007-01-01,"nakupni",12.8
"14461","MNT",2007-01-01,"nakupni",1163
"14462","CDF",2007-01-01,"nakupni",430.9611738149
"14463","STD",2007-01-01,"nakupni",6770.75
"14464","TJS",2007-01-01,"nakupni",3.2138001852
"14465","KPW",2007-01-01,"nakupni",170
"14466","MMK",2007-01-01,"nakupni",6.41125
"14467","LSL",2007-01-01,"nakupni",7.0294
"14468","LRD",2007-01-01,"nakupni",49
"14469","KGS",2007-01-01,"nakupni",38.099
"14470","GIP",2007-01-01,"nakupni",0.51044
"14471","XPT",2007-01-01,"nakupni",0.0008853475
"14472","MDL",2007-01-01,"nakupni",12.895
"14473","CUP",2007-01-01,"nakupni",26.5
"14474","KHR",2007-01-01,"nakupni",4044.5
"14475","MKD",2007-01-01,"nakupni",46.6115
"14476","VUV",2007-01-01,"nakupni",106.05
"14477","MRO",2007-01-01,"nakupni",270.63
"14478","ANG",2007-01-01,"nakupni",1.78
"14479","SZL",2007-01-01,"nakupni",7.0294
"14480","CVE",2007-01-01,"nakupni",83.9865
"14481","SRD",2007-01-01,"nakupni",2.7449993099
"14482","XPD",2007-01-01,"nakupni",0.0030075188
"14483","SVC",2007-01-01,"nakupni",8.75
"14484","BSD",2007-01-01,"nakupni",1
"14485","XDR",2007-01-01,"nakupni",0.66424365
"14486","RWF",2007-01-01,"nakupni",548.065
"14487","AWG",2007-01-01,"nakupni",1.79
"14488","DJF",2007-01-01,"nakupni",174.46
"14489","BTN",2007-01-01,"nakupni",44.11
"14490","KMF",2007-01-01,"nakupni",372.7885637097
"14491","WST",2007-01-01,"nakupni",2.7855153203
"14492","SPL",2007-01-01,"nakupni",0.1666666667
"14493","ERN",2007-01-01,"nakupni",15
"14494","FKP",2007-01-01,"nakupni",0.51044
"14495","SHP",2007-01-01,"nakupni",0.51044
"14496","JEP",2007-01-01,"nakupni",0.51044
"14497","TVD",2007-01-01,"nakupni",1.2689
"14498","IMP",2007-01-01,"nakupni",0.51044
"14499","GGP",2007-01-01,"nakupni",0.51044
"14500","USD",2007-02-01,"nakupni",1
"14501","EUR",2007-02-01,"nakupni",0.7680100494
"14502","GBP",2007-02-01,"nakupni",0.5080551539
"14503","INR",2007-02-01,"nakupni",44.01
"14504","AUD",2007-02-01,"nakupni",1.2913936678
"14505","CAD",2007-02-01,"nakupni",1.1754235738
"14506","SGD",2007-02-01,"nakupni",1.5337889339
"14507","CHF",2007-02-01,"nakupni",1.2426965938
"14508","MYR",2007-02-01,"nakupni",3.4996330147
"14509","JPY",2007-02-01,"nakupni",120.6515422338
"14510","CNY",2007-02-01,"nakupni",7.7585
"14511","NZD",2007-02-01,"nakupni",1.4682093599
"14512","THB",2007-02-01,"nakupni",35.194139508
"14513","HUF",2007-02-01,"nakupni",195.8616743781
"14514","AED",2007-02-01,"nakupni",3.6727400001
"14515","HKD",2007-02-01,"nakupni",7.8044331512
"14516","MXN",2007-02-01,"nakupni",10.9827869866
"14517","ZAR",2007-02-01,"nakupni",7.1912067994
"14518","PHP",2007-02-01,"nakupni",48.6895
"14519","SEK",2007-02-01,"nakupni",6.943498694
"14520","IDR",2007-02-01,"nakupni",9074.5920881958
"14521","SAR",2007-02-01,"nakupni",3.7508
"14522","BRL",2007-02-01,"nakupni",2.1072968304
"14523","TRY",2007-02-01,"nakupni",1.4051000005
"14524","KES",2007-02-01,"nakupni",70.2
"14525","KRW",2007-02-01,"nakupni",936.9700347941
"14526","EGP",2007-02-01,"nakupni",5.7071710584
"14527","IQD",2007-02-01,"nakupni",1290
"14528","NOK",2007-02-01,"nakupni",6.2364294566
"14529","KWD",2007-02-01,"nakupni",0.289198
"14530","RUB",2007-02-01,"nakupni",26.488999999
"14531","DKK",2007-02-01,"nakupni",5.723713338
"14532","PKR",2007-02-01,"nakupni",60.8
"14533","ILS",2007-02-01,"nakupni",4.2398988697
"14534","PLN",2007-02-01,"nakupni",2.9982103229
"14535","QAR",2007-02-01,"nakupni",3.64042
"14536","XAU",2007-02-01,"nakupni",0.0015226781
"14537","OMR",2007-02-01,"nakupni",0.384992
"14538","COP",2007-02-01,"nakupni",2242
"14539","CLP",2007-02-01,"nakupni",542.4
"14540","TWD",2007-02-01,"nakupni",32.915
"14541","ARS",2007-02-01,"nakupni",3.10065
"14542","CZK",2007-02-01,"nakupni",21.5922770084
"14543","VND",2007-02-01,"nakupni",16035
"14544","MAD",2007-02-01,"nakupni",8.534
"14545","JOD",2007-02-01,"nakupni",0.708
"14546","BHD",2007-02-01,"nakupni",0.377
"14547","XOF",2007-02-01,"nakupni",503.7815679928
"14548","LKR",2007-02-01,"nakupni",108.480001344
"14549","UAH",2007-02-01,"nakupni",5.056
"14550","NGN",2007-02-01,"nakupni",128.635
"14551","TND",2007-02-01,"nakupni",1.3095
"14552","UGX",2007-02-01,"nakupni",1750
"14553","RON",2007-02-01,"nakupni",2.6176
"14554","BDT",2007-02-01,"nakupni",69
"14555","PEN",2007-02-01,"nakupni",3.196
"14556","GEL",2007-02-01,"nakupni",1.7194
"14557","XAF",2007-02-01,"nakupni",503.7815679928
"14558","FJD",2007-02-01,"nakupni",1.68325
"14559","HRK",2007-02-01,"nakupni",5.6566268734
"14560","UZS",2007-02-01,"nakupni",1242.0401622498
"14561","BGN",2007-02-01,"nakupni",1.50215
"14562","DZD",2007-02-01,"nakupni",71.4585
"14563","IRR",2007-02-01,"nakupni",9226
"14564","DOP",2007-02-01,"nakupni",33.55
"14565","ISK",2007-02-01,"nakupni",68.4099999969
"14566","XAG",2007-02-01,"nakupni",0.0732555725
"14567","CRC",2007-02-01,"nakupni",519.21
"14568","SYP",2007-02-01,"nakupni",51.915
"14569","LYD",2007-02-01,"nakupni",1.2875
"14570","JMD",2007-02-01,"nakupni",67
"14571","MUR",2007-02-01,"nakupni",33.299
"14572","AOA",2007-02-01,"nakupni",80.0716
"14573","UYU",2007-02-01,"nakupni",24.2485
"14574","AFN",2007-02-01,"nakupni",49.151689834
"14575","LBP",2007-02-01,"nakupni",1512.7
"14576","XPF",2007-02-01,"nakupni",91.6479772587
"14577","TTD",2007-02-01,"nakupni",6.2505
"14578","TZS",2007-02-01,"nakupni",1295
"14579","ALL",2007-02-01,"nakupni",95.7125
"14580","XCD",2007-02-01,"nakupni",2.67
"14581","GTQ",2007-02-01,"nakupni",7.72
"14582","NPR",2007-02-01,"nakupni",70.6
"14583","BOB",2007-02-01,"nakupni",7.99425
"14584","ZWD",2007-02-01,"nakupni",250.3
"14585","BBD",2007-02-01,"nakupni",1.995
"14586","CUC",2007-02-01,"nakupni",0.9259
"14587","LAK",2007-02-01,"nakupni",9678.75
"14588","BND",2007-02-01,"nakupni",1.5337889339
"14589","BWP",2007-02-01,"nakupni",6.2469
"14590","HNL",2007-02-01,"nakupni",18.892
"14591","PYG",2007-02-01,"nakupni",5249.5
"14592","ETB",2007-02-01,"nakupni",8.84655
"14593","NAD",2007-02-01,"nakupni",7.1912067994
"14594","PGK",2007-02-01,"nakupni",2.838
"14595","MOP",2007-02-01,"nakupni",8.0385661458
"14596","NIO",2007-02-01,"nakupni",18.0795
"14597","BMD",2007-02-01,"nakupni",1
"14598","KZT",2007-02-01,"nakupni",126.04
"14599","PAB",2007-02-01,"nakupni",1
"14600","BAM",2007-02-01,"nakupni",1.502097095
"14601","GYD",2007-02-01,"nakupni",190.005
"14602","YER",2007-02-01,"nakupni",195.75
"14603","MGA",2007-02-01,"nakupni",2037
"14604","KYD",2007-02-01,"nakupni",0.8403361345
"14605","MZN",2007-02-01,"nakupni",26.14
"14606","RSD",2007-02-01,"nakupni",59.726
"14607","SCR",2007-02-01,"nakupni",6.0362
"14608","AMD",2007-02-01,"nakupni",446.4822263798
"14609","SBD",2007-02-01,"nakupni",7.128
"14610","AZN",2007-02-01,"nakupni",0.87
"14611","SLL",2007-02-01,"nakupni",2950
"14612","TOP",2007-02-01,"nakupni",2.0387359837
"14613","BZD",2007-02-01,"nakupni",1.9498
"14614","MWK",2007-02-01,"nakupni",139.46
"14615","GMD",2007-02-01,"nakupni",27.7955
"14616","BIF",2007-02-01,"nakupni",1039.23
"14617","SOS",2007-02-01,"nakupni",1348
"14618","HTG",2007-02-01,"nakupni",38.3995
"14619","GNF",2007-02-01,"nakupni",6000
"14620","MVR",2007-02-01,"nakupni",12.8
"14621","MNT",2007-02-01,"nakupni",1164
"14622","CDF",2007-02-01,"nakupni",430.9611738149
"14623","STD",2007-02-01,"nakupni",6745
"14624","TJS",2007-02-01,"nakupni",3.2138001852
"14625","KPW",2007-02-01,"nakupni",170
"14626","MMK",2007-02-01,"nakupni",6.4198
"14627","LSL",2007-02-01,"nakupni",7.1912067994
"14628","LRD",2007-02-01,"nakupni",49
"14629","KGS",2007-02-01,"nakupni",38.592
"14630","GIP",2007-02-01,"nakupni",0.5080551539
"14631","XPT",2007-02-01,"nakupni",0.0008455903
"14632","MDL",2007-02-01,"nakupni",12.931
"14633","CUP",2007-02-01,"nakupni",26.5
"14634","KHR",2007-02-01,"nakupni",4039.85
"14635","MKD",2007-02-01,"nakupni",47.248
"14636","VUV",2007-02-01,"nakupni",103.95
"14637","MRO",2007-02-01,"nakupni",267
"14638","ANG",2007-02-01,"nakupni",1.78
"14639","SZL",2007-02-01,"nakupni",7.1912067994
"14640","CVE",2007-02-01,"nakupni",85.15
"14641","SRD",2007-02-01,"nakupni",2.8
"14642","XPD",2007-02-01,"nakupni",0.0029454685
"14643","SVC",2007-02-01,"nakupni",8.75
"14644","BSD",2007-02-01,"nakupni",1
"14645","XDR",2007-02-01,"nakupni",0.6707669672
"14646","RWF",2007-02-01,"nakupni",549.155
"14647","AWG",2007-02-01,"nakupni",1.79
"14648","DJF",2007-02-01,"nakupni",176.845
"14649","BTN",2007-02-01,"nakupni",44.01
"14650","KMF",2007-02-01,"nakupni",377.8361759946
"14651","WST",2007-02-01,"nakupni",2.8328611898
"14652","SPL",2007-02-01,"nakupni",0.1666666667
"14653","ERN",2007-02-01,"nakupni",15
"14654","FKP",2007-02-01,"nakupni",0.5080551539
"14655","SHP",2007-02-01,"nakupni",0.5080551539
"14656","JEP",2007-02-01,"nakupni",0.5080551539
"14657","TVD",2007-02-01,"nakupni",1.2913936678
"14658","IMP",2007-02-01,"nakupni",0.5080551539
"14659","GGP",2007-02-01,"nakupni",0.5080551539
"14660","USD",2007-03-01,"nakupni",1
"14661","EUR",2007-03-01,"nakupni",0.7591667348
"14662","GBP",2007-03-01,"nakupni",0.5108210093
"14663","INR",2007-03-01,"nakupni",44.07
"14664","AUD",2007-03-01,"nakupni",1.2725801333
"14665","CAD",2007-03-01,"nakupni",1.1711790464
"14666","SGD",2007-03-01,"nakupni",1.5258551257
"14667","CHF",2007-03-01,"nakupni",1.2221801913
"14668","MYR",2007-03-01,"nakupni",3.5071195722
"14669","JPY",2007-03-01,"nakupni",117.4956940125
"14670","CNY",2007-03-01,"nakupni",7.7428
"14671","NZD",2007-03-01,"nakupni",1.4410559162
"14672","THB",2007-03-01,"nakupni",33.7701254658
"14673","HUF",2007-03-01,"nakupni",193.1421834427
"14674","AED",2007-03-01,"nakupni",3.6728499999
"14675","HKD",2007-03-01,"nakupni",7.8115007499
"14676","MXN",2007-03-01,"nakupni",11.1836492968
"14677","ZAR",2007-03-01,"nakupni",7.2849304019
"14678","PHP",2007-03-01,"nakupni",48.5699999836
"14679","SEK",2007-03-01,"nakupni",7.0491347268
"14680","IDR",2007-03-01,"nakupni",9169.4290393436
"14681","SAR",2007-03-01,"nakupni",3.7496166662
"14682","BRL",2007-03-01,"nakupni",2.1231862723
"14683","TRY",2007-03-01,"nakupni",1.4238727449
"14684","KES",2007-03-01,"nakupni",69.0555
"14685","KRW",2007-03-01,"nakupni",941.5007936508
"14686","EGP",2007-03-01,"nakupni",5.6926793272
"14687","IQD",2007-03-01,"nakupni",1279.05
"14688","NOK",2007-03-01,"nakupni",6.1565190434
"14689","KWD",2007-03-01,"nakupni",0.2891616666
"14690","RUB",2007-03-01,"nakupni",26.1772894397
"14691","DKK",2007-03-01,"nakupni",5.6539448384
"14692","PKR",2007-03-01,"nakupni",60.9198688
"14693","ILS",2007-03-01,"nakupni",4.215549633
"14694","PLN",2007-03-01,"nakupni",2.9582305058
"14695","QAR",2007-03-01,"nakupni",3.6397593334
"14696","XAU",2007-03-01,"nakupni",0.0014933677
"14697","OMR",2007-03-01,"nakupni",0.3849916667
"14698","COP",2007-03-01,"nakupni",2243
"14699","CLP",2007-03-01,"nakupni",540.8
"14700","TWD",2007-03-01,"nakupni",32.9000048
"14701","ARS",2007-03-01,"nakupni",3.09645
"14702","CZK",2007-03-01,"nakupni",21.336371077
"14703","VND",2007-03-01,"nakupni",15998
"14704","MAD",2007-03-01,"nakupni",8.4586104962
"14705","JOD",2007-03-01,"nakupni",0.7084166667
"14706","BHD",2007-03-01,"nakupni",0.376995
"14707","XOF",2007-03-01,"nakupni",497.9807338636
"14708","LKR",2007-03-01,"nakupni",108.905
"14709","UAH",2007-03-01,"nakupni",5.025
"14710","NGN",2007-03-01,"nakupni",128.185
"14711","TND",2007-03-01,"nakupni",1.3075
"14712","UGX",2007-03-01,"nakupni",1735
"14713","RON",2007-03-01,"nakupni",2.5706
"14714","BDT",2007-03-01,"nakupni",69.02
"14715","PEN",2007-03-01,"nakupni",3.1888
"14716","GEL",2007-03-01,"nakupni",1.712
"14717","XAF",2007-03-01,"nakupni",497.9807338636
"14718","FJD",2007-03-01,"nakupni",1.66645
"14719","HRK",2007-03-01,"nakupni",5.5643705114
"14720","UZS",2007-03-01,"nakupni",1247.9676624731
"14721","BGN",2007-03-01,"nakupni",1.4785
"14722","DZD",2007-03-01,"nakupni",71.88388
"14723","IRR",2007-03-01,"nakupni",9235.45
"14724","DOP",2007-03-01,"nakupni",33.3085
"14725","ISK",2007-03-01,"nakupni",66.62
"14726","XAG",2007-03-01,"nakupni",0.0708759349
"14727","CRC",2007-03-01,"nakupni",518.725
"14728","SYP",2007-03-01,"nakupni",51.91
"14729","LYD",2007-03-01,"nakupni",1.28735
"14730","JMD",2007-03-01,"nakupni",67.435
"14731","MUR",2007-03-01,"nakupni",32.753
"14732","AOA",2007-03-01,"nakupni",79.768
"14733","UYU",2007-03-01,"nakupni",24.2875
"14734","AFN",2007-03-01,"nakupni",49.4250630559
"14735","LBP",2007-03-01,"nakupni",1511.9999995136
"14736","XPF",2007-03-01,"nakupni",90.5926891177
"14737","TTD",2007-03-01,"nakupni",6.2505
"14738","TZS",2007-03-01,"nakupni",1247
"14739","ALL",2007-03-01,"nakupni",95.2235
"14740","XCD",2007-03-01,"nakupni",2.66
"14741","GTQ",2007-03-01,"nakupni",7.707
"14742","NPR",2007-03-01,"nakupni",70.46
"14743","BOB",2007-03-01,"nakupni",7.9905
"14744","ZWD",2007-03-01,"nakupni",250.2
"14745","BBD",2007-03-01,"nakupni",1.995
"14746","CUC",2007-03-01,"nakupni",0.9259
"14747","LAK",2007-03-01,"nakupni",9659.75
"14748","BND",2007-03-01,"nakupni",1.5258551257
"14749","BWP",2007-03-01,"nakupni",6.18846
"14750","HNL",2007-03-01,"nakupni",18.8855
"14751","PYG",2007-03-01,"nakupni",5172.05
"14752","ETB",2007-03-01,"nakupni",8.88115
"14753","NAD",2007-03-01,"nakupni",7.2849304019
"14754","PGK",2007-03-01,"nakupni",2.9745
"14755","MOP",2007-03-01,"nakupni",8.0458457724
"14756","NIO",2007-03-01,"nakupni",18.1395
"14757","BMD",2007-03-01,"nakupni",1
"14758","KZT",2007-03-01,"nakupni",124.72
"14759","PAB",2007-03-01,"nakupni",1
"14760","BAM",2007-03-01,"nakupni",1.4848010749
"14761","GYD",2007-03-01,"nakupni",200
"14762","YER",2007-03-01,"nakupni",195.9484
"14763","MGA",2007-03-01,"nakupni",1988
"14764","KYD",2007-03-01,"nakupni",0.8438818565
"14765","MZN",2007-03-01,"nakupni",25.1934283452
"14766","RSD",2007-03-01,"nakupni",59.726
"14767","SCR",2007-03-01,"nakupni",6.1238
"14768","AMD",2007-03-01,"nakupni",446.4822263798
"14769","SBD",2007-03-01,"nakupni",7.128
"14770","AZN",2007-03-01,"nakupni",0.8683
"14771","SLL",2007-03-01,"nakupni",2942
"14772","TOP",2007-03-01,"nakupni",2.0429009193
"14773","BZD",2007-03-01,"nakupni",1.969
"14774","MWK",2007-03-01,"nakupni",139.275
"14775","GMD",2007-03-01,"nakupni",27.51
"14776","BIF",2007-03-01,"nakupni",1050.25
"14777","SOS",2007-03-01,"nakupni",1333
"14778","HTG",2007-03-01,"nakupni",37.632
"14779","GNF",2007-03-01,"nakupni",5996.8
"14780","MVR",2007-03-01,"nakupni",12.8
"14781","MNT",2007-03-01,"nakupni",1161
"14782","CDF",2007-03-01,"nakupni",430.9611738149
