"","kratica","datum","tip","tecaj"
"9682","SBD",2016-02-28,"nakupni",8.0796838088
"9683","AZN",2016-02-28,"nakupni",1.5619000196
"9684","SLL",2016-02-28,"nakupni",4027
"9685","TOP",2016-02-28,"nakupni",2.3062730176
"9686","BZD",2016-02-28,"nakupni",1.9780119935
"9687","MWK",2016-02-28,"nakupni",738.5399780273
"9688","GMD",2016-02-28,"nakupni",39.555
"9689","BIF",2016-02-28,"nakupni",1565
"9690","SOS",2016-02-28,"nakupni",610.5
"9691","HTG",2016-02-28,"nakupni",60.6100006104
"9692","GNF",2016-02-28,"nakupni",7650
"9693","MVR",2016-02-28,"nakupni",14.9399995804
"9694","MNT",2016-02-28,"nakupni",2030
"9695","CDF",2016-02-28,"nakupni",929
"9696","STD",2016-02-28,"nakupni",22345
"9697","TJS",2016-02-28,"nakupni",7.8691000938
"9698","KPW",2016-02-28,"nakupni",128.938760676
"9699","MMK",2016-02-28,"nakupni",1232
"9700","LSL",2016-02-28,"nakupni",16.16371
"9701","LRD",2016-02-28,"nakupni",84.6599548254
"9702","KGS",2016-02-28,"nakupni",74.2279968262
"9703","GIP",2016-02-28,"nakupni",0.7211885187
"9704","XPT",2016-02-28,"nakupni",0.0010935057
"9705","MDL",2016-02-28,"nakupni",19.9650001526
"9706","CUP",2016-02-28,"nakupni",26.5
"9707","KHR",2016-02-28,"nakupni",4015.5
"9708","MKD",2016-02-28,"nakupni",55.9900016785
"9709","VUV",2016-02-28,"nakupni",112.9529979985
"9710","MRO",2016-02-28,"nakupni",312.5
"9711","ANG",2016-02-28,"nakupni",1.7699999809
"9712","SZL",2016-02-28,"nakupni",16.16371
"9713","CVE",2016-02-28,"nakupni",100.475
"9714","SRD",2016-02-28,"nakupni",3.9600000381
"9715","XPD",2016-02-28,"nakupni",0.0020631957
"9716","SVC",2016-02-28,"nakupni",8.75
"9717","BSD",2016-02-28,"nakupni",1
"9718","XDR",2016-02-28,"nakupni",0.7202010155
"9719","RWF",2016-02-28,"nakupni",750
"9720","AWG",2016-02-28,"nakupni",1.79
"9721","DJF",2016-02-28,"nakupni",177.63
"9722","BTN",2016-02-28,"nakupni",68.8
"9723","KMF",2016-02-28,"nakupni",450.0383316256
"9724","WST",2016-02-28,"nakupni",2.6737966994
"9725","SPL",2016-02-28,"nakupni",0.1666666667
"9726","ERN",2016-02-28,"nakupni",10.4699971239
"9727","FKP",2016-02-28,"nakupni",0.7211885187
"9728","SHP",2016-02-28,"nakupni",0.7211885187
"9729","JEP",2016-02-28,"nakupni",0.7211885187
"9730","TMT",2016-02-28,"nakupni",3.5
"9731","TVD",2016-02-28,"nakupni",1.4033118159
"9732","IMP",2016-02-28,"nakupni",0.7211885187
"9733","GGP",2016-02-28,"nakupni",0.7211885187
"9734","ZMW",2016-02-28,"nakupni",11.4665749341
"9735","USD",2016-02-29,"nakupni",1
"9736","EUR",2016-02-29,"nakupni",0.9203052755
"9737","GBP",2016-02-29,"nakupni",0.7183030421
"9738","INR",2016-02-29,"nakupni",68.2327990653
"9739","AUD",2016-02-29,"nakupni",1.3988098297
"9740","CAD",2016-02-29,"nakupni",1.3529382543
"9741","SGD",2016-02-29,"nakupni",1.4058371459
"9742","CHF",2016-02-29,"nakupni",0.9963137881
"9743","MYR",2016-02-29,"nakupni",4.1930078059
"9744","JPY",2016-02-29,"nakupni",112.9411361918
"9745","CNY",2016-02-29,"nakupni",6.5529527439
"9746","NZD",2016-02-29,"nakupni",1.5156348834
"9747","THB",2016-02-29,"nakupni",35.6212678889
"9748","HUF",2016-02-29,"nakupni",285.0674875916
"9749","AED",2016-02-29,"nakupni",3.6729998734
"9750","HKD",2016-02-29,"nakupni",7.7769147779
"9751","MXN",2016-02-29,"nakupni",18.0678076401
"9752","ZAR",2016-02-29,"nakupni",15.7472006158
"9753","PHP",2016-02-29,"nakupni",47.3631962989
"9754","SEK",2016-02-29,"nakupni",8.5738610758
"9755","IDR",2016-02-29,"nakupni",13334.912832822
"9756","SAR",2016-02-29,"nakupni",3.7503749305
"9757","BRL",2016-02-29,"nakupni",3.9782615561
"9758","TRY",2016-02-29,"nakupni",2.9630964934
"9759","KES",2016-02-29,"nakupni",101.5451106239
"9760","KRW",2016-02-29,"nakupni",1239.3847673244
"9761","EGP",2016-02-29,"nakupni",7.8264990389
"9762","IQD",2016-02-29,"nakupni",1106.3594506863
"9763","NOK",2016-02-29,"nakupni",8.6953537059
"9764","KWD",2016-02-29,"nakupni",0.3008589952
"9765","RUB",2016-02-29,"nakupni",75.0858998776
"9766","DKK",2016-02-29,"nakupni",6.8648544196
"9767","PKR",2016-02-29,"nakupni",104.6650248213
"9768","ILS",2016-02-29,"nakupni",3.9075003016
"9769","PLN",2016-02-29,"nakupni",3.9988046499
"9770","QAR",2016-02-29,"nakupni",3.6404460979
"9771","XAU",2016-02-29,"nakupni",0.0008107544
"9772","OMR",2016-02-29,"nakupni",0.384949698
"9773","COP",2016-02-29,"nakupni",3326.0123633608
"9774","CLP",2016-02-29,"nakupni",695.9374093123
"9775","TWD",2016-02-29,"nakupni",33.2397620358
"9776","ARS",2016-02-29,"nakupni",15.6510943232
"9777","CZK",2016-02-29,"nakupni",24.903076537
"9778","VND",2016-02-29,"nakupni",22296.544035661
"9779","MAD",2016-02-29,"nakupni",9.9117806868
"9780","JOD",2016-02-29,"nakupni",0.7095497229
"9781","BHD",2016-02-29,"nakupni",0.376939388
"9782","XOF",2016-02-29,"nakupni",603.680687617
"9783","LKR",2016-02-29,"nakupni",144.408542489
"9784","UAH",2016-02-29,"nakupni",26.8996245886
"9785","NGN",2016-02-29,"nakupni",199.2428878648
"9786","TND",2016-02-29,"nakupni",2.0513375531
"9787","UGX",2016-02-29,"nakupni",3343.9224553464
"9788","RON",2016-02-29,"nakupni",4.1111302709
"9789","BDT",2016-02-29,"nakupni",78.3810857713
"9790","PEN",2016-02-29,"nakupni",3.5264993325
"9791","GEL",2016-02-29,"nakupni",2.4599085337
"9792","XAF",2016-02-29,"nakupni",603.680687617
"9793","FJD",2016-02-29,"nakupni",2.1472975506
"9794","VEF",2016-02-29,"nakupni",6.3496062737
"9795","HRK",2016-02-29,"nakupni",7.0175946257
"9796","UZS",2016-02-29,"nakupni",2846.6509151983
"9797","BGN",2016-02-29,"nakupni",1.7977070949
"9798","DZD",2016-02-29,"nakupni",108.5926072319
"9799","IRR",2016-02-29,"nakupni",30193.236714982
"9800","DOP",2016-02-29,"nakupni",45.2543156767
"9801","ISK",2016-02-29,"nakupni",130.191320312
"9802","XAG",2016-02-29,"nakupni",0.0673410189
"9803","CRC",2016-02-29,"nakupni",534.6221290696
"9804","SYP",2016-02-29,"nakupni",188.8160478535
"9805","LYD",2016-02-29,"nakupni",1.3700000001
"9806","JMD",2016-02-29,"nakupni",121.4724403316
"9807","MUR",2016-02-29,"nakupni",35.9993745728
"9808","GHS",2016-02-29,"nakupni",3.8899743204
"9809","AOA",2016-02-29,"nakupni",158.8259585147
"9810","UYU",2016-02-29,"nakupni",32.1198416062
"9811","AFN",2016-02-29,"nakupni",68.6298457176
"9812","LBP",2016-02-29,"nakupni",1509.0011921061
"9813","XPF",2016-02-29,"nakupni",109.8216319241
"9814","TTD",2016-02-29,"nakupni",6.5153829494
"9815","TZS",2016-02-29,"nakupni",2187.0830871535
"9816","ALL",2016-02-29,"nakupni",126.8528443441
"9817","XCD",2016-02-29,"nakupni",2.7000000027
"9818","GTQ",2016-02-29,"nakupni",7.6844996495
"9819","NPR",2016-02-29,"nakupni",109.4800225279
"9820","BOB",2016-02-29,"nakupni",6.8496350308
"9821","ZWD",2016-02-29,"nakupni",361.9
"9822","BBD",2016-02-29,"nakupni",2
"9823","CUC",2016-02-29,"nakupni",1
"9824","LAK",2016-02-29,"nakupni",8023.1065470202
"9825","BND",2016-02-29,"nakupni",1.4058371459
"9826","BWP",2016-02-29,"nakupni",11.4410597854
"9827","HNL",2016-02-29,"nakupni",22.6053017118
"9828","PYG",2016-02-29,"nakupni",5722.4732515241
"9829","ETB",2016-02-29,"nakupni",21.3234708623
"9830","NAD",2016-02-29,"nakupni",15.7472006158
"9831","PGK",2016-02-29,"nakupni",3.0395228315
"9832","SDG",2016-02-29,"nakupni",6.1000999562
"9833","MOP",2016-02-29,"nakupni",8.0102222212
"9834","NIO",2016-02-29,"nakupni",28.1525983294
"9835","BMD",2016-02-29,"nakupni",1
"9836","KZT",2016-02-29,"nakupni",349.0398472512
"9837","PAB",2016-02-29,"nakupni",1
"9838","BAM",2016-02-29,"nakupni",1.799960667
"9839","GYD",2016-02-29,"nakupni",207.2027831398
"9840","YER",2016-02-29,"nakupni",215.0496011897
"9841","MGA",2016-02-29,"nakupni",3208.3159548559
"9842","KYD",2016-02-29,"nakupni",0.8199999967
"9843","MZN",2016-02-29,"nakupni",48.7052684442
"9844","RSD",2016-02-29,"nakupni",113.4948819473
"9845","SCR",2016-02-29,"nakupni",13.8947265406
"9846","AMD",2016-02-29,"nakupni",492.0388173774
"9847","SBD",2016-02-29,"nakupni",8.1433224756
"9848","AZN",2016-02-29,"nakupni",1.567245153
"9849","SLL",2016-02-29,"nakupni",4076.3170130377
"9850","TOP",2016-02-29,"nakupni",2.2326412147
"9851","BZD",2016-02-29,"nakupni",1.9948871839
"9852","MWK",2016-02-29,"nakupni",754.4322900259
"9853","GMD",2016-02-29,"nakupni",39.2634186043
"9854","BIF",2016-02-29,"nakupni",1577.486105883
"9855","SOS",2016-02-29,"nakupni",608.9206880804
"9856","HTG",2016-02-29,"nakupni",61.5430819998
"9857","GNF",2016-02-29,"nakupni",7656.0657663981
"9858","MVR",2016-02-29,"nakupni",15.3299966086
"9859","MNT",2016-02-29,"nakupni",2029.9622730791
"9860","CDF",2016-02-29,"nakupni",922.8939799756
"9861","STD",2016-02-29,"nakupni",22497.188439593
"9862","TJS",2016-02-29,"nakupni",7.8695994775
"9863","KPW",2016-02-29,"nakupni",130.3361498898
"9864","MMK",2016-02-29,"nakupni",1238.374756952
"9865","LSL",2016-02-29,"nakupni",15.7472006158
"9866","LRD",2016-02-29,"nakupni",84.6599548254
"9867","KGS",2016-02-29,"nakupni",74.4158534106
"9868","GIP",2016-02-29,"nakupni",0.7183030421
"9869","XPT",2016-02-29,"nakupni",0.0010783219
"9870","MDL",2016-02-29,"nakupni",19.9748333079
"9871","CUP",2016-02-29,"nakupni",26.5
"9872","KHR",2016-02-29,"nakupni",4004.645388697
"9873","MKD",2016-02-29,"nakupni",56.6684932803
"9874","VUV",2016-02-29,"nakupni",112.9530026977
"9875","MRO",2016-02-29,"nakupni",333.2245283224
"9876","ANG",2016-02-29,"nakupni",1.7899999932
"9877","SZL",2016-02-29,"nakupni",15.7472006158
"9878","CVE",2016-02-29,"nakupni",101.5669754338
"9879","SRD",2016-02-29,"nakupni",3.9996000399
"9880","XPD",2016-02-29,"nakupni",0.0020195611
"9881","SVC",2016-02-29,"nakupni",8.75
"9882","BSD",2016-02-29,"nakupni",1
"9883","XDR",2016-02-29,"nakupni",0.723849996
"9884","RWF",2016-02-29,"nakupni",765.781360476
"9885","AWG",2016-02-29,"nakupni",1.79
"9886","DJF",2016-02-29,"nakupni",177.6510186948
"9887","BTN",2016-02-29,"nakupni",68.2327990653
"9888","KMF",2016-02-29,"nakupni",452.7605157128
"9889","WST",2016-02-29,"nakupni",2.5970653164
"9890","SPL",2016-02-29,"nakupni",0.1666666667
"9891","ERN",2016-02-29,"nakupni",10.4699971239
"9892","FKP",2016-02-29,"nakupni",0.7183030421
"9893","SHP",2016-02-29,"nakupni",0.7183030421
"9894","JEP",2016-02-29,"nakupni",0.7183030421
"9895","TMT",2016-02-29,"nakupni",3.5
"9896","TVD",2016-02-29,"nakupni",1.3988098297
"9897","IMP",2016-02-29,"nakupni",0.7183030421
"9898","GGP",2016-02-29,"nakupni",0.7183030421
"9899","ZMW",2016-02-29,"nakupni",11.3800001145
"9900","USD",2016-03-01,"nakupni",1
"9901","EUR",2016-03-01,"nakupni",0.9219957387
"9902","GBP",2016-03-01,"nakupni",0.7171452399
"9903","INR",2016-03-01,"nakupni",67.6726616099
"9904","AUD",2016-03-01,"nakupni",1.3942766918
"9905","CAD",2016-03-01,"nakupni",1.340269681
"9906","SGD",2016-03-01,"nakupni",1.4014464824
"9907","CHF",2016-03-01,"nakupni",0.9993936374
"9908","MYR",2016-03-01,"nakupni",4.1504825925
"9909","JPY",2016-03-01,"nakupni",113.9345536752
"9910","CNY",2016-03-01,"nakupni",6.5506125439
"9911","NZD",2016-03-01,"nakupni",1.5110958298
"9912","THB",2016-03-01,"nakupni",35.6118398799
"9913","HUF",2016-03-01,"nakupni",285.5917233173
"9914","AED",2016-03-01,"nakupni",3.672928127
"9915","HKD",2016-03-01,"nakupni",7.7713643391
"9916","MXN",2016-03-01,"nakupni",17.9002930547
"9917","ZAR",2016-03-01,"nakupni",15.5428923671
"9918","PHP",2016-03-01,"nakupni",47.2045171545
"9919","SEK",2016-03-01,"nakupni",8.6314605478
"9920","IDR",2016-03-01,"nakupni",13358.399933045
"9921","SAR",2016-03-01,"nakupni",3.7501610337
"9922","BRL",2016-03-01,"nakupni",3.9462451015
"9923","TRY",2016-03-01,"nakupni",2.9371019898
"9924","KES",2016-03-01,"nakupni",101.5559856339
"9925","KRW",2016-03-01,"nakupni",1231.2288307889
"9926","EGP",2016-03-01,"nakupni",7.8331236312
"9927","IQD",2016-03-01,"nakupni",1106.3594506863
"9928","NOK",2016-03-01,"nakupni",8.6541920716
"9929","KWD",2016-03-01,"nakupni",0.3004690002
"9930","RUB",2016-03-01,"nakupni",73.4111740662
"9931","DKK",2016-03-01,"nakupni",6.8770338318
"9932","PKR",2016-03-01,"nakupni",104.7603484639
"9933","ILS",2016-03-01,"nakupni",3.8911045578
"9934","PLN",2016-03-01,"nakupni",3.9926142133
"9935","QAR",2016-03-01,"nakupni",3.6413878447
"9936","XAU",2016-03-01,"nakupni",0.0008134256
"9937","OMR",2016-03-01,"nakupni",0.3849999259
"9938","COP",2016-03-01,"nakupni",3269.0463846049
"9939","CLP",2016-03-01,"nakupni",693.7836343492
"9940","TWD",2016-03-01,"nakupni",33.0785549249
"9941","ARS",2016-03-01,"nakupni",15.8778706349
"9942","CZK",2016-03-01,"nakupni",24.9265513174
"9943","VND",2016-03-01,"nakupni",22298.698809389
"9944","MAD",2016-03-01,"nakupni",9.9129136901
"9945","JOD",2016-03-01,"nakupni",0.7087832564
"9946","BHD",2016-03-01,"nakupni",0.3770164774
"9947","XOF",2016-03-01,"nakupni",604.7895587741
"9948","LKR",2016-03-01,"nakupni",144.4827728677
"9949","UAH",2016-03-01,"nakupni",27.1855932334
"9950","NGN",2016-03-01,"nakupni",199.1434067527
"9951","TND",2016-03-01,"nakupni",2.0508075797
"9952","UGX",2016-03-01,"nakupni",3337.4004335522
"9953","RON",2016-03-01,"nakupni",4.1200480839
"9954","BDT",2016-03-01,"nakupni",78.4448578926
"9955","PEN",2016-03-01,"nakupni",3.5192517429
"9956","GEL",2016-03-01,"nakupni",2.4649086971
"9957","XAF",2016-03-01,"nakupni",604.7895587741
"9958","FJD",2016-03-01,"nakupni",2.1505473733
"9959","VEF",2016-03-01,"nakupni",6.3189454612
"9960","HRK",2016-03-01,"nakupni",7.0137724657
"9961","UZS",2016-03-01,"nakupni",2848.9087716507
"9962","BGN",2016-03-01,"nakupni",1.803935573
"9963","DZD",2016-03-01,"nakupni",109.0211624281
"9964","IRR",2016-03-01,"nakupni",30207.530107363
"9965","DOP",2016-03-01,"nakupni",45.4695654961
"9966","ISK",2016-03-01,"nakupni",130.1198924689
"9967","XAG",2016-03-01,"nakupni",0.0677412211
"9968","CRC",2016-03-01,"nakupni",535.8558487565
"9969","SYP",2016-03-01,"nakupni",188.8160478535
"9970","LYD",2016-03-01,"nakupni",1.3500000007
"9971","JMD",2016-03-01,"nakupni",121.2982548304
"9972","MUR",2016-03-01,"nakupni",36.1176665237
"9973","GHS",2016-03-01,"nakupni",3.9380667214
"9974","AOA",2016-03-01,"nakupni",158.8259585147
"9975","UYU",2016-03-01,"nakupni",32.4115562222
"9976","AFN",2016-03-01,"nakupni",68.6155193416
"9977","LBP",2016-03-01,"nakupni",1509.3735005763
"9978","XPF",2016-03-01,"nakupni",110.0233578408
"9979","TTD",2016-03-01,"nakupni",6.5059543847
"9980","TZS",2016-03-01,"nakupni",2187.9800706301
"9981","ALL",2016-03-01,"nakupni",127.0481753977
"9982","XCD",2016-03-01,"nakupni",2.7000000027
"9983","GTQ",2016-03-01,"nakupni",7.6882596182
"9984","NPR",2016-03-01,"nakupni",108.6799407113
"9985","BOB",2016-03-01,"nakupni",6.8498103991
"9986","ZWD",2016-03-01,"nakupni",361.9
"9987","BBD",2016-03-01,"nakupni",2
"9988","CUC",2016-03-01,"nakupni",1
"9989","LAK",2016-03-01,"nakupni",8120.6140454624
"9990","BND",2016-03-01,"nakupni",1.4014464824
"9991","BWP",2016-03-01,"nakupni",11.3250411382
"9992","HNL",2016-03-01,"nakupni",22.6137063891
"9993","PYG",2016-03-01,"nakupni",5727.5195623321
"9994","ETB",2016-03-01,"nakupni",21.3434734753
"9995","NAD",2016-03-01,"nakupni",15.5428923671
"9996","PGK",2016-03-01,"nakupni",3.0395207916
"9997","SDG",2016-03-01,"nakupni",6.0916478946
"9998","MOP",2016-03-01,"nakupni",8.0045052692
"9999","NIO",2016-03-01,"nakupni",28.156300127
"10000","BMD",2016-03-01,"nakupni",1
"10001","KZT",2016-03-01,"nakupni",348.0367630276
"10002","PAB",2016-03-01,"nakupni",1
"10003","BAM",2016-03-01,"nakupni",1.8032669256
"10004","GYD",2016-03-01,"nakupni",206.4814457648
"10005","YER",2016-03-01,"nakupni",214.977789689
"10006","MGA",2016-03-01,"nakupni",3196.1060576857
"10007","KYD",2016-03-01,"nakupni",0.8199999969
"10008","MZN",2016-03-01,"nakupni",47.9954138149
"10009","RSD",2016-03-01,"nakupni",113.7148010048
"10010","SCR",2016-03-01,"nakupni",13.892414089
"10011","AMD",2016-03-01,"nakupni",492.0388120301
"10012","SBD",2016-03-01,"nakupni",8.0840743735
"10013","AZN",2016-03-01,"nakupni",1.556745151
"10014","SLL",2016-03-01,"nakupni",4074.6553068402
"10015","TOP",2016-03-01,"nakupni",2.278569231
"10016","BZD",2016-03-01,"nakupni",1.9960693248
"10017","MWK",2016-03-01,"nakupni",750.0980670048
"10018","GMD",2016-03-01,"nakupni",39.4103687486
"10019","BIF",2016-03-01,"nakupni",1567.610703104
"10020","SOS",2016-03-01,"nakupni",606.5667041973
"10021","HTG",2016-03-01,"nakupni",61.6412306113
"10022","GNF",2016-03-01,"nakupni",7630.2677583892
"10023","MVR",2016-03-01,"nakupni",15.3034335515
"10024","MNT",2016-03-01,"nakupni",2031.5092786917
"10025","CDF",2016-03-01,"nakupni",916.6331766536
"10026","STD",2016-03-01,"nakupni",22535.759634548
"10027","TJS",2016-03-01,"nakupni",7.8695994766
"10028","KPW",2016-03-01,"nakupni",129.9136664217
"10029","MMK",2016-03-01,"nakupni",1236.4412698217
"10030","LSL",2016-03-01,"nakupni",15.5428923671
"10031","LRD",2016-03-01,"nakupni",84.6599548254
"10032","KGS",2016-03-01,"nakupni",73.8888047378
"10033","GIP",2016-03-01,"nakupni",0.7171452399
"10034","XPT",2016-03-01,"nakupni",0.0010702203
"10035","MDL",2016-03-01,"nakupni",19.9799354399
"10036","CUP",2016-03-01,"nakupni",26.5
"10037","KHR",2016-03-01,"nakupni",4005.1328655032
"10038","MKD",2016-03-01,"nakupni",56.572599719
"10039","VUV",2016-03-01,"nakupni",112.3515574905
"10040","MRO",2016-03-01,"nakupni",333.2241052759
"10041","ANG",2016-03-01,"nakupni",1.7816003531
"10042","SZL",2016-03-01,"nakupni",15.5428923671
"10043","CVE",2016-03-01,"nakupni",101.592273139
"10044","SRD",2016-03-01,"nakupni",3.9925920848
"10045","XPD",2016-03-01,"nakupni",0.0019246485
"10046","SVC",2016-03-01,"nakupni",8.75
"10047","BSD",2016-03-01,"nakupni",1
"10048","XDR",2016-03-01,"nakupni",0.7244499961
"10049","RWF",2016-03-01,"nakupni",766.150057439
"10050","AWG",2016-03-01,"nakupni",1.79
"10051","DJF",2016-03-01,"nakupni",177.4771748726
"10052","BTN",2016-03-01,"nakupni",67.6726616099
"10053","KMF",2016-03-01,"nakupni",453.5921690806
"10054","WST",2016-03-01,"nakupni",2.637852333
"10055","SPL",2016-03-01,"nakupni",0.1666666667
"10056","ERN",2016-03-01,"nakupni",10.4699971239
"10057","FKP",2016-03-01,"nakupni",0.7171452399
"10058","SHP",2016-03-01,"nakupni",0.7171452399
"10059","JEP",2016-03-01,"nakupni",0.7171452399
"10060","TMT",2016-03-01,"nakupni",3.5
"10061","TVD",2016-03-01,"nakupni",1.3942766918
"10062","IMP",2016-03-01,"nakupni",0.7171452399
"10063","GGP",2016-03-01,"nakupni",0.7171452399
"10064","ZMW",2016-03-01,"nakupni",11.4759995652
"10065","USD",2016-03-02,"nakupni",1
"10066","EUR",2016-03-02,"nakupni",0.9221628264
"10067","GBP",2016-03-02,"nakupni",0.7115514523
"10068","INR",2016-03-02,"nakupni",67.3526111676
"10069","AUD",2016-03-02,"nakupni",1.3760835436
"10070","CAD",2016-03-02,"nakupni",1.346582735
"10071","SGD",2016-03-02,"nakupni",1.3997486143
"10072","CHF",2016-03-02,"nakupni",0.9982466159
"10073","MYR",2016-03-02,"nakupni",4.1448687453
"10074","JPY",2016-03-02,"nakupni",113.8276312306
"10075","CNY",2016-03-02,"nakupni",6.5477457635
"10076","NZD",2016-03-02,"nakupni",1.5058173734
"10077","THB",2016-03-02,"nakupni",35.5369769015
"10078","HUF",2016-03-02,"nakupni",286.867662842
"10079","AED",2016-03-02,"nakupni",3.6731492296
"10080","HKD",2016-03-02,"nakupni",7.7747700042
"10081","MXN",2016-03-02,"nakupni",17.8418660825
"10082","ZAR",2016-03-02,"nakupni",15.6192593931
"10083","PHP",2016-03-02,"nakupni",47.147219297
"10084","SEK",2016-03-02,"nakupni",8.6362399512
"10085","IDR",2016-03-02,"nakupni",13270.674635822
"10086","SAR",2016-03-02,"nakupni",3.7500993348
"10087","BRL",2016-03-02,"nakupni",3.8915976956
"10088","TRY",2016-03-02,"nakupni",2.9351981161
"10089","KES",2016-03-02,"nakupni",101.369289412
"10090","KRW",2016-03-02,"nakupni",1228.3697274473
"10091","EGP",2016-03-02,"nakupni",7.8292014615
"10092","IQD",2016-03-02,"nakupni",1106.2015438604
"10093","NOK",2016-03-02,"nakupni",8.7030433956
"10094","KWD",2016-03-02,"nakupni",0.3008292904
"10095","RUB",2016-03-02,"nakupni",73.546442981
"10096","DKK",2016-03-02,"nakupni",6.8777708867
"10097","PKR",2016-03-02,"nakupni",104.7250256674
"10098","ILS",2016-03-02,"nakupni",3.8904372725
"10099","PLN",2016-03-02,"nakupni",3.9916062093
"10100","QAR",2016-03-02,"nakupni",3.6414966822
"10101","XAU",2016-03-02,"nakupni",0.0008064658
"10102","OMR",2016-03-02,"nakupni",0.3850497181
"10103","COP",2016-03-02,"nakupni",3204.784250762
"10104","CLP",2016-03-02,"nakupni",687.7921940452
"10105","TWD",2016-03-02,"nakupni",33.0805437702
"10106","ARS",2016-03-02,"nakupni",15.6216028681
"10107","CZK",2016-03-02,"nakupni",24.9506838063
"10108","VND",2016-03-02,"nakupni",22316.443170806
"10109","MAD",2016-03-02,"nakupni",9.9183259524
"10110","JOD",2016-03-02,"nakupni",0.7089985514
"10111","BHD",2016-03-02,"nakupni",0.3769894847
"10112","XOF",2016-03-02,"nakupni",604.8991611348
"10113","LKR",2016-03-02,"nakupni",144.5377033883
"10114","UAH",2016-03-02,"nakupni",26.5999644316
"10115","NGN",2016-03-02,"nakupni",199.0449519645
"10116","TND",2016-03-02,"nakupni",2.0543373179
"10117","UGX",2016-03-02,"nakupni",3342.9163033976
"10118","RON",2016-03-02,"nakupni",4.1069318942
"10119","BDT",2016-03-02,"nakupni",78.3904551903
"10120","PEN",2016-03-02,"nakupni",3.5140532167
"10121","GEL",2016-03-02,"nakupni",2.4699088557
"10122","XAF",2016-03-02,"nakupni",604.8991611348
"10123","FJD",2016-03-02,"nakupni",2.1444975303
"10124","VEF",2016-03-02,"nakupni",6.349559921
"10125","HRK",2016-03-02,"nakupni",7.012415233
"10126","UZS",2016-03-02,"nakupni",2846.6545277686
"10127","BGN",2016-03-02,"nakupni",1.8053511006
"10128","DZD",2016-03-02,"nakupni",109.0330237877
"10129","IRR",2016-03-02,"nakupni",30202.373870275
"10130","DOP",2016-03-02,"nakupni",45.7195344334
"10131","ISK",2016-03-02,"nakupni",130.4495620259
"10132","XAG",2016-03-02,"nakupni",0.066777131
"10133","CRC",2016-03-02,"nakupni",534.5441461219
"10134","SYP",2016-03-02,"nakupni",188.8160478535
"10135","LYD",2016-03-02,"nakupni",1.3600623038
"10136","JMD",2016-03-02,"nakupni",121.2048741959
"10137","MUR",2016-03-02,"nakupni",35.999642916
"10138","GHS",2016-03-02,"nakupni",3.8688227322
"10139","AOA",2016-03-02,"nakupni",158.8261600037
"10140","UYU",2016-03-02,"nakupni",32.5549963901
"10141","AFN",2016-03-02,"nakupni",68.7397672931
"10142","LBP",2016-03-02,"nakupni",1509.9599041761
"10143","XPF",2016-03-02,"nakupni",110.0432967097
"10144","TTD",2016-03-02,"nakupni",6.5248840448
"10145","TZS",2016-03-02,"nakupni",2188.0397408
"10146","ALL",2016-03-02,"nakupni",127.0426843907
"10147","XCD",2016-03-02,"nakupni",2.7000000027
"10148","GTQ",2016-03-02,"nakupni",7.6864992556
"10149","NPR",2016-03-02,"nakupni",108.1519534947
"10150","BOB",2016-03-02,"nakupni",6.8496347326
"10151","ZWD",2016-03-02,"nakupni",361.9
"10152","BBD",2016-03-02,"nakupni",2
"10153","CUC",2016-03-02,"nakupni",1
"10154","LAK",2016-03-02,"nakupni",8124.81124702
"10155","BND",2016-03-02,"nakupni",1.3997486143
"10156","BWP",2016-03-02,"nakupni",11.3105257336
"10157","HNL",2016-03-02,"nakupni",22.6106169883
"10158","PYG",2016-03-02,"nakupni",5684.9233626636
"10159","ETB",2016-03-02,"nakupni",21.3434734753
"10160","NAD",2016-03-02,"nakupni",15.6192593931
"10161","PGK",2016-03-02,"nakupni",3.0395207916
"10162","SDG",2016-03-02,"nakupni",6.1000858976
"10163","MOP",2016-03-02,"nakupni",8.0080131043
"10164","NIO",2016-03-02,"nakupni",28.1600980544
"10165","BMD",2016-03-02,"nakupni",1
"10166","KZT",2016-03-02,"nakupni",346.5938101879
"10167","PAB",2016-03-02,"nakupni",1
"10168","BAM",2016-03-02,"nakupni",1.8035937208
"10169","GYD",2016-03-02,"nakupni",207.2015826631
"10170","YER",2016-03-02,"nakupni",215.0534774468
"10171","MGA",2016-03-02,"nakupni",3215.8566050155
"10172","KYD",2016-03-02,"nakupni",0.8200001258
"10173","MZN",2016-03-02,"nakupni",49.9440946861
"10174","RSD",2016-03-02,"nakupni",114.0747737327
"10175","SCR",2016-03-02,"nakupni",13.3811988339
"10176","AMD",2016-03-02,"nakupni",491.6002508327
"10177","SBD",2016-03-02,"nakupni",8.0775444265
"10178","AZN",2016-03-02,"nakupni",1.593837561
"10179","SLL",2016-03-02,"nakupni",4067.3559183508
"10180","TOP",2016-03-02,"nakupni",2.2341990743
"10181","BZD",2016-03-02,"nakupni",1.9948891504
"10182","MWK",2016-03-02,"nakupni",741.7996428216
"10183","GMD",2016-03-02,"nakupni",39.5838874333
"10184","BIF",2016-03-02,"nakupni",1561.4385580328
"10185","SOS",2016-03-02,"nakupni",617.9323981956
"10186","HTG",2016-03-02,"nakupni",61.504281796
"10187","GNF",2016-03-02,"nakupni",7653.4010217372
"10188","MVR",2016-03-02,"nakupni",15.3997620807
