"","kratica","datum","tip","tecaj"
"121","SOS",2016-01-01,"nakupni",620.0627503503
"122","HTG",2016-01-01,"nakupni",56.6411781365
"123","GNF",2016-01-01,"nakupni",7692.3076923077
"124","MVR",2016-01-01,"nakupni",15.4099825867
"125","MNT",2016-01-01,"nakupni",1994.0179461615
"126","CDF",2016-01-01,"nakupni",924.6417013407
"127","STD",2016-01-01,"nakupni",22461.814914645
"128","TJS",2016-01-01,"nakupni",6.9902206813
"129","KPW",2016-01-01,"nakupni",129.9439698723
"130","MMK",2016-01-01,"nakupni",1306.7283442445
"131","LSL",2016-01-01,"nakupni",15.5142503357
"132","LRD",2016-01-01,"nakupni",84.6596681341
"133","KGS",2016-01-01,"nakupni",75.9013282732
"134","GIP",2016-01-01,"nakupni",0.6782635048
"135","XPT",2016-01-01,"nakupni",0.0011226179
"136","MDL",2016-01-01,"nakupni",19.6997754226
"137","CUP",2016-01-01,"nakupni",26.5
"138","KHR",2016-01-01,"nakupni",4065.0406504065
"139","MKD",2016-01-01,"nakupni",56.5466934321
"140","VUV",2016-01-01,"nakupni",112.4037542854
"141","MRO",2016-01-01,"nakupni",311.9151590767
"142","ANG",2016-01-01,"nakupni",1.7899999932
"143","SZL",2016-01-01,"nakupni",15.5142503357
"144","CVE",2016-01-01,"nakupni",101.5998935233
"145","SRD",2016-01-01,"nakupni",3.99960004
"146","XPD",2016-01-01,"nakupni",0.0017761989
"147","SVC",2016-01-01,"nakupni",8.75
"148","BSD",2016-01-01,"nakupni",1
"149","XDR",2016-01-01,"nakupni",0.7225501396
"150","RWF",2016-01-01,"nakupni",747.9431563201
"151","AWG",2016-01-01,"nakupni",1.79
"152","DJF",2016-01-01,"nakupni",177.6356692424
"153","BTN",2016-01-01,"nakupni",66.235
"154","KMF",2016-01-01,"nakupni",453.0752395238
"155","WST",2016-01-01,"nakupni",2.6968717125
"156","SPL",2016-01-01,"nakupni",0.1666666667
"157","ERN",2016-01-01,"nakupni",10.4699971239
"158","FKP",2016-01-01,"nakupni",0.6782635048
"159","SHP",2016-01-01,"nakupni",0.6782635048
"160","JEP",2016-01-01,"nakupni",0.6782635048
"161","TMT",2016-01-01,"nakupni",3.5
"162","TVD",2016-01-01,"nakupni",1.3693940431
"163","IMP",2016-01-01,"nakupni",0.6782635048
"164","GGP",2016-01-01,"nakupni",0.6782635048
"165","ZMW",2016-01-01,"nakupni",11.0290062865
"166","USD",2016-01-02,"nakupni",1
"167","EUR",2016-01-02,"nakupni",0.92055
"168","GBP",2016-01-02,"nakupni",0.6767571153
"169","INR",2016-01-02,"nakupni",66.235
"170","AUD",2016-01-02,"nakupni",1.3693659151
"171","CAD",2016-01-02,"nakupni",1.3854
"172","SGD",2016-01-02,"nakupni",1.41115
"173","CHF",2016-01-02,"nakupni",1.0015
"174","MYR",2016-01-02,"nakupni",4.3029308036
"175","JPY",2016-01-02,"nakupni",120.625
"176","CNY",2016-01-02,"nakupni",6.50525
"177","NZD",2016-01-02,"nakupni",1.4606003067
"178","THB",2016-01-02,"nakupni",35.9355330911
"179","HUF",2016-01-02,"nakupni",289.88
"180","AED",2016-01-02,"nakupni",3.6729496879
"181","HKD",2016-01-02,"nakupni",7.750555
"182","MXN",2016-01-02,"nakupni",17.20435
"183","ZAR",2016-01-02,"nakupni",15.5575
"184","PHP",2016-01-02,"nakupni",46.8612784319
"185","SEK",2016-01-02,"nakupni",8.46015
"186","IDR",2016-01-02,"nakupni",13825.9
"187","SAR",2016-01-02,"nakupni",3.7531
"188","BRL",2016-01-02,"nakupni",3.9591
"189","TRY",2016-01-02,"nakupni",2.9139485355
"190","KES",2016-01-02,"nakupni",102.5709406268
"191","KRW",2016-01-02,"nakupni",1175.65
"192","EGP",2016-01-02,"nakupni",7.8300987587
"193","IQD",2016-01-02,"nakupni",1106.3660301374
"194","NOK",2016-01-02,"nakupni",8.844715
"195","KWD",2016-01-02,"nakupni",0.3033990027
"196","RUB",2016-01-02,"nakupni",72.9986152163
"197","DKK",2016-01-02,"nakupni",6.87266
"198","PKR",2016-01-02,"nakupni",104.7349629395
"199","ILS",2016-01-02,"nakupni",3.888865
"200","PLN",2016-01-02,"nakupni",3.94475
"201","QAR",2016-01-02,"nakupni",3.6413488415
"202","XAU",2016-01-02,"nakupni",0.0009420809
"203","OMR",2016-01-02,"nakupni",0.3850496807
"204","COP",2016-01-02,"nakupni",3179.2458828766
"205","CLP",2016-01-02,"nakupni",708.6519314308
"206","TWD",2016-01-02,"nakupni",33.052
"207","ARS",2016-01-02,"nakupni",12.9830337715
"208","CZK",2016-01-02,"nakupni",24.89145
"209","VND",2016-01-02,"nakupni",22487.069934788
"210","MAD",2016-01-02,"nakupni",9.9194865039
"211","JOD",2016-01-02,"nakupni",0.7090497114
"212","BHD",2016-01-02,"nakupni",0.3770393915
"213","XOF",2016-01-02,"nakupni",603.8412163501
"214","LKR",2016-01-02,"nakupni",144.5830513964
"215","UAH",2016-01-02,"nakupni",24.0277587892
"216","NGN",2016-01-02,"nakupni",199.0497365577
"217","TND",2016-01-02,"nakupni",2.0407374874
"218","UGX",2016-01-02,"nakupni",3371.9989209603
"219","RON",2016-01-02,"nakupni",4.1672483451
"220","BDT",2016-01-02,"nakupni",78.6635379556
"221","PEN",2016-01-02,"nakupni",3.4144826099
"222","GEL",2016-01-02,"nakupni",2.3999062693
"223","XAF",2016-01-02,"nakupni",603.8412163501
"224","FJD",2016-01-02,"nakupni",2.12719752
"225","VEF",2016-01-02,"nakupni",6.3496062736
"226","HRK",2016-01-02,"nakupni",7.0344492455
"227","UZS",2016-01-02,"nakupni",2810.0148930789
"228","BGN",2016-01-02,"nakupni",1.80092
"229","DZD",2016-01-02,"nakupni",107.2942953769
"230","IRR",2016-01-02,"nakupni",30129.557095511
"231","DOP",2016-01-02,"nakupni",45.5299388943
"232","ISK",2016-01-02,"nakupni",130.0248087335
"233","XAG",2016-01-02,"nakupni",0.0720980534
"234","CRC",2016-01-02,"nakupni",537.2531321858
"235","SYP",2016-01-02,"nakupni",188.8160478535
"236","LYD",2016-01-02,"nakupni",1.365
"237","JMD",2016-01-02,"nakupni",119.9749972106
"238","MUR",2016-01-02,"nakupni",35.8493738369
"239","GHS",2016-01-02,"nakupni",3.8099737493
"240","AOA",2016-01-02,"nakupni",135.2215672991
"241","UYU",2016-01-02,"nakupni",29.9149786392
"242","AFN",2016-01-02,"nakupni",68.3698508101
"243","LBP",2016-01-02,"nakupni",1508.0909077199
"244","XPF",2016-01-02,"nakupni",109.8508353222
"245","TTD",2016-01-02,"nakupni",6.4224025733
"246","TZS",2016-01-02,"nakupni",2165.1113949813
"247","ALL",2016-01-02,"nakupni",126.242307339
"248","XCD",2016-01-02,"nakupni",2.7000000027
"249","GTQ",2016-01-02,"nakupni",7.6334997971
"250","NPR",2016-01-02,"nakupni",103.0999984741
"251","BOB",2016-01-02,"nakupni",6.8996375275
"252","ZWD",2016-01-02,"nakupni",361.9
"253","BBD",2016-01-02,"nakupni",2
"254","CUC",2016-01-02,"nakupni",1
"255","LAK",2016-01-02,"nakupni",8145.9758879114
"256","BND",2016-01-02,"nakupni",1.41115
"257","BWP",2016-01-02,"nakupni",11.297522747
"258","HNL",2016-01-02,"nakupni",22.3550009926
"259","PYG",2016-01-02,"nakupni",5781.683626272
"260","ETB",2016-01-02,"nakupni",21.182477939
"261","NAD",2016-01-02,"nakupni",15.5575
"262","PGK",2016-01-02,"nakupni",3.0075200633
"263","SDG",2016-01-02,"nakupni",6.2211997335
"264","MOP",2016-01-02,"nakupni",7.98307165
"265","NIO",2016-01-02,"nakupni",27.9283035762
"266","BMD",2016-01-02,"nakupni",1
"267","KZT",2016-01-02,"nakupni",341.5475519579
"268","PAB",2016-01-02,"nakupni",1
"269","BAM",2016-01-02,"nakupni",1.8004393065
"270","GYD",2016-01-02,"nakupni",207.2027831478
"271","YER",2016-01-02,"nakupni",215.1240835714
"272","MGA",2016-01-02,"nakupni",3224.4542611163
"273","KYD",2016-01-02,"nakupni",0.8200055112
"274","MZN",2016-01-02,"nakupni",47.8697941599
"275","RSD",2016-01-02,"nakupni",111.8199251925
"276","SCR",2016-01-02,"nakupni",13.0492681773
"277","AMD",2016-01-02,"nakupni",483.7484701455
"278","SBD",2016-01-02,"nakupni",8.1366767705
"279","AZN",2016-01-02,"nakupni",1.562045152
"280","SLL",2016-01-02,"nakupni",4147.3125414731
"281","TOP",2016-01-02,"nakupni",2.1987686895
"282","BZD",2016-01-02,"nakupni",1.9946725452
"283","MWK",2016-01-02,"nakupni",615.5
"284","GMD",2016-01-02,"nakupni",39.3408828488
"285","BIF",2016-01-02,"nakupni",1556.783684907
"286","SOS",2016-01-02,"nakupni",619.9551152497
"287","HTG",2016-01-02,"nakupni",56.6404081734
"288","GNF",2016-01-02,"nakupni",7695.8596275204
"289","MVR",2016-01-02,"nakupni",15.4099992095
"290","MNT",2016-01-02,"nakupni",1992.9846938776
"291","CDF",2016-01-02,"nakupni",924.7528597982
"292","STD",2016-01-02,"nakupni",22461.814914645
"293","TJS",2016-01-02,"nakupni",6.9901996702
"294","KPW",2016-01-02,"nakupni",129.9439698723
"295","MMK",2016-01-02,"nakupni",1306.7283442445
"296","LSL",2016-01-02,"nakupni",15.5575
"297","LRD",2016-01-02,"nakupni",84.6599548254
"298","KGS",2016-01-02,"nakupni",75.8993119727
"299","GIP",2016-01-02,"nakupni",0.6767571153
"300","XPT",2016-01-02,"nakupni",0.0011226179
"301","MDL",2016-01-02,"nakupni",19.6998724433
"302","CUP",2016-01-02,"nakupni",26.5
"303","KHR",2016-01-02,"nakupni",4064.3797756462
"304","MKD",2016-01-02,"nakupni",56.5478445658
"305","VUV",2016-01-02,"nakupni",112.4084292833
"306","MRO",2016-01-02,"nakupni",311.9482415478
"307","ANG",2016-01-02,"nakupni",1.7899999932
"308","SZL",2016-01-02,"nakupni",15.5575
"309","CVE",2016-01-02,"nakupni",101.5699669796
"310","SRD",2016-01-02,"nakupni",3.99960004
"311","XPD",2016-01-02,"nakupni",0.0017761989
"312","SVC",2016-01-02,"nakupni",8.75
"313","BSD",2016-01-02,"nakupni",1
"314","XDR",2016-01-02,"nakupni",0.7225499986
"315","RWF",2016-01-02,"nakupni",747.9039990427
"316","AWG",2016-01-02,"nakupni",1.79
"317","DJF",2016-01-02,"nakupni",177.7698768944
"318","BTN",2016-01-02,"nakupni",66.235
"319","KMF",2016-01-02,"nakupni",452.8809122626
"320","WST",2016-01-02,"nakupni",2.6968717125
"321","SPL",2016-01-02,"nakupni",0.1666666667
"322","ERN",2016-01-02,"nakupni",10.4699971239
"323","FKP",2016-01-02,"nakupni",0.6767571153
"324","SHP",2016-01-02,"nakupni",0.6767571153
"325","JEP",2016-01-02,"nakupni",0.6767571153
"326","TMT",2016-01-02,"nakupni",3.5
"327","TVD",2016-01-02,"nakupni",1.3693659151
"328","IMP",2016-01-02,"nakupni",0.6767571153
"329","GGP",2016-01-02,"nakupni",0.6767571153
"330","ZMW",2016-01-02,"nakupni",11.0314396029
"331","USD",2016-01-03,"nakupni",1
"332","EUR",2016-01-03,"nakupni",0.9205916501
"333","GBP",2016-01-03,"nakupni",0.6767571153
"334","INR",2016-01-03,"nakupni",66.235
"335","AUD",2016-01-03,"nakupni",1.3693659151
"336","CAD",2016-01-03,"nakupni",1.3854
"337","SGD",2016-01-03,"nakupni",1.41115
"338","CHF",2016-01-03,"nakupni",1.0015
"339","MYR",2016-01-03,"nakupni",4.2953173054
"340","JPY",2016-01-03,"nakupni",120.625
"341","CNY",2016-01-03,"nakupni",6.50525
"342","NZD",2016-01-03,"nakupni",1.4606003067
"343","THB",2016-01-03,"nakupni",35.987822935
"344","HUF",2016-01-03,"nakupni",289.3471980469
"345","AED",2016-01-03,"nakupni",3.6719420201
"346","HKD",2016-01-03,"nakupni",7.7505302106
"347","MXN",2016-01-03,"nakupni",17.20435
"348","ZAR",2016-01-03,"nakupni",15.556780072
"349","PHP",2016-01-03,"nakupni",46.8888505513
"350","SEK",2016-01-03,"nakupni",8.46015
"351","IDR",2016-01-03,"nakupni",13781.836
"352","SAR",2016-01-03,"nakupni",3.7529879874
"353","BRL",2016-01-03,"nakupni",3.960923967
"354","TRY",2016-01-03,"nakupni",2.9218699074
"355","KES",2016-01-03,"nakupni",102.2148346954
"356","KRW",2016-01-03,"nakupni",1176.946
"357","EGP",2016-01-03,"nakupni",7.8300038771
"358","IQD",2016-01-03,"nakupni",1095.4546412055
"359","NOK",2016-01-03,"nakupni",8.844715
"360","KWD",2016-01-03,"nakupni",0.3033990027
"361","RUB",2016-01-03,"nakupni",73.3887434368
"362","DKK",2016-01-03,"nakupni",6.87266
"363","PKR",2016-01-03,"nakupni",104.7974014473
"364","ILS",2016-01-03,"nakupni",3.8995546916
"365","PLN",2016-01-03,"nakupni",3.94475
"366","QAR",2016-01-03,"nakupni",3.6417818833
"367","XAU",2016-01-03,"nakupni",0.0009420809
"368","OMR",2016-01-03,"nakupni",0.3849059908
"369","COP",2016-01-03,"nakupni",3173.36
"370","CLP",2016-01-03,"nakupni",708.0999755859
"371","TWD",2016-01-03,"nakupni",32.9300792676
"372","ARS",2016-01-03,"nakupni",12.9490398026
"373","CZK",2016-01-03,"nakupni",24.89145
"374","VND",2016-01-03,"nakupni",22451.482797392
"375","MAD",2016-01-03,"nakupni",9.8882995407
"376","JOD",2016-01-03,"nakupni",0.7090019802
"377","BHD",2016-01-03,"nakupni",0.3763295825
"378","XOF",2016-01-03,"nakupni",603.8685370195
"379","LKR",2016-01-03,"nakupni",144.5830513964
"380","UAH",2016-01-03,"nakupni",24.0011103516
"381","NGN",2016-01-03,"nakupni",199.0019894623
"382","TND",2016-01-03,"nakupni",2.0227495709
"383","UGX",2016-01-03,"nakupni",3377.7599568384
"384","RON",2016-01-03,"nakupni",4.1672483451
"385","BDT",2016-01-03,"nakupni",78.103343276
"386","PEN",2016-01-03,"nakupni",3.400579396
"387","GEL",2016-01-03,"nakupni",2.3999062693
"388","XAF",2016-01-03,"nakupni",603.8685370195
"389","FJD",2016-01-03,"nakupni",2.12719752
"390","VEF",2016-01-03,"nakupni",6.2868164348
"391","HRK",2016-01-03,"nakupni",7.0344492455
"392","UZS",2016-01-03,"nakupni",2810.0148930789
"393","BGN",2016-01-03,"nakupni",1.80092
"394","DZD",2016-01-03,"nakupni",106.9157732799
"395","IRR",2016-01-03,"nakupni",29841.98228382
"396","DOP",2016-01-03,"nakupni",45.0019971163
"397","ISK",2016-01-03,"nakupni",130.0248087335
"398","XAG",2016-01-03,"nakupni",0.0720980534
"399","CRC",2016-01-03,"nakupni",532.4981135687
"400","SYP",2016-01-03,"nakupni",188.8160478535
"401","LYD",2016-01-03,"nakupni",1.3846799561
"402","JMD",2016-01-03,"nakupni",119.9509969587
"403","MUR",2016-01-03,"nakupni",35.7059756859
"404","GHS",2016-01-03,"nakupni",3.7811989225
"405","AOA",2016-01-03,"nakupni",135.2215672991
"406","UYU",2016-01-03,"nakupni",29.8909985596
"407","AFN",2016-01-03,"nakupni",68.3507925676
"408","LBP",2016-01-03,"nakupni",1505.6996128713
"409","XPF",2016-01-03,"nakupni",109.8558055002
"410","TTD",2016-01-03,"nakupni",6.4224025733
"411","TZS",2016-01-03,"nakupni",2152.5244557993
"412","ALL",2016-01-03,"nakupni",126.242307339
"413","XCD",2016-01-03,"nakupni",2.7000000027
"414","GTQ",2016-01-03,"nakupni",7.6315797685
"415","NPR",2016-01-03,"nakupni",103.0999984741
"416","BOB",2016-01-03,"nakupni",6.8519854095
"417","ZWD",2016-01-03,"nakupni",361.9
"418","BBD",2016-01-03,"nakupni",2
"419","CUC",2016-01-03,"nakupni",1
"420","LAK",2016-01-03,"nakupni",8143.1190355165
"421","BND",2016-01-03,"nakupni",1.41115
"422","BWP",2016-01-03,"nakupni",11.297522747
"423","HNL",2016-01-03,"nakupni",22.0909999665
"424","PYG",2016-01-03,"nakupni",5708.0673450509
"425","ETB",2016-01-03,"nakupni",21.182477939
"426","NAD",2016-01-03,"nakupni",15.556780072
"427","PGK",2016-01-03,"nakupni",3.0075200633
"428","SDG",2016-01-03,"nakupni",6.0760481541
"429","MOP",2016-01-03,"nakupni",7.9830461169
"430","NIO",2016-01-03,"nakupni",27.9283035762
"431","BMD",2016-01-03,"nakupni",1
"432","KZT",2016-01-03,"nakupni",339.1019020783
"433","PAB",2016-01-03,"nakupni",1
"434","BAM",2016-01-03,"nakupni",1.800520767
"435","GYD",2016-01-03,"nakupni",203.3121054665
"436","YER",2016-01-03,"nakupni",212.7009692022
"437","MGA",2016-01-03,"nakupni",3196.1781704447
"438","KYD",2016-01-03,"nakupni",0.8200055112
"439","MZN",2016-01-03,"nakupni",46.9195927918
"440","RSD",2016-01-03,"nakupni",111.8199251925
"441","SCR",2016-01-03,"nakupni",13.0481863243
"442","AMD",2016-01-03,"nakupni",483.7484701455
"443","SBD",2016-01-03,"nakupni",8.1366767705
"444","AZN",2016-01-03,"nakupni",1.562045152
"445","SLL",2016-01-03,"nakupni",4099.9725016589
"446","TOP",2016-01-03,"nakupni",2.2663033953
"447","BZD",2016-01-03,"nakupni",1.9805869201
"448","MWK",2016-01-03,"nakupni",615.5
"449","GMD",2016-01-03,"nakupni",39.1096338491
"450","BIF",2016-01-03,"nakupni",1530.1113473963
"451","SOS",2016-01-03,"nakupni",619.9551152497
"452","HTG",2016-01-03,"nakupni",55.852816034
"453","GNF",2016-01-03,"nakupni",7579.8343851008
"454","MVR",2016-01-03,"nakupni",15.4099992095
"455","MNT",2016-01-03,"nakupni",1986.2793877551
"456","CDF",2016-01-03,"nakupni",913.4701143919
"457","STD",2016-01-03,"nakupni",22416.872596586
"458","TJS",2016-01-03,"nakupni",6.9901996702
"459","KPW",2016-01-03,"nakupni",129.9439698723
"460","MMK",2016-01-03,"nakupni",1300.2691337698
"461","LSL",2016-01-03,"nakupni",15.556780072
"462","LRD",2016-01-03,"nakupni",87.866398193
"463","KGS",2016-01-03,"nakupni",75.8993119727
"464","GIP",2016-01-03,"nakupni",0.6767571153
"465","XPT",2016-01-03,"nakupni",0.0011226179
"466","MDL",2016-01-03,"nakupni",19.6519945315
"467","CUP",2016-01-03,"nakupni",26.5
"468","KHR",2016-01-03,"nakupni",4048.6551910259
"469","MKD",2016-01-03,"nakupni",56.0987155404
"470","VUV",2016-01-03,"nakupni",108.704340101
"471","MRO",2016-01-03,"nakupni",308.1579296619
"472","ANG",2016-01-03,"nakupni",1.7707999814
"473","SZL",2016-01-03,"nakupni",15.556780072
"474","CVE",2016-01-03,"nakupni",100.3027986792
"475","SRD",2016-01-03,"nakupni",3.9615840382
"476","XPD",2016-01-03,"nakupni",0.0017761989
"477","SVC",2016-01-03,"nakupni",8.75
"478","BSD",2016-01-03,"nakupni",1
"479","XDR",2016-01-03,"nakupni",0.7225499986
"480","RWF",2016-01-03,"nakupni",744.5593435555
"481","AWG",2016-01-03,"nakupni",1.79
"482","DJF",2016-01-03,"nakupni",176.8387980055
"483","BTN",2016-01-03,"nakupni",66.235
"484","KMF",2016-01-03,"nakupni",452.9014027646
"485","WST",2016-01-03,"nakupni",2.6968717125
"486","SPL",2016-01-03,"nakupni",0.1666666667
"487","ERN",2016-01-03,"nakupni",10.4699971239
"488","FKP",2016-01-03,"nakupni",0.6767571153
"489","SHP",2016-01-03,"nakupni",0.6767571153
"490","JEP",2016-01-03,"nakupni",0.6767571153
"491","TMT",2016-01-03,"nakupni",3.5
"492","TVD",2016-01-03,"nakupni",1.3693659151
"493","IMP",2016-01-03,"nakupni",0.6767571153
"494","GGP",2016-01-03,"nakupni",0.6767571153
"495","ZMW",2016-01-03,"nakupni",10.9724578405
"496","USD",2016-01-04,"nakupni",1
"497","EUR",2016-01-04,"nakupni",0.9257623717
"498","GBP",2016-01-04,"nakupni",0.6809347185
"499","INR",2016-01-04,"nakupni",66.566928
"500","AUD",2016-01-04,"nakupni",1.3956611014
"501","CAD",2016-01-04,"nakupni",1.396435232
"502","SGD",2016-01-04,"nakupni",1.4267097841
"503","CHF",2016-01-04,"nakupni",1.0043277615
"504","MYR",2016-01-04,"nakupni",4.3469592712
"505","JPY",2016-01-04,"nakupni",119.3088041323
"506","CNY",2016-01-04,"nakupni",6.5332787438
"507","NZD",2016-01-04,"nakupni",1.4843978615
"508","THB",2016-01-04,"nakupni",36.1845235669
"509","HUF",2016-01-04,"nakupni",291.4758047597
"510","AED",2016-01-04,"nakupni",3.6729500798
"511","HKD",2016-01-04,"nakupni",7.7507567226
"512","MXN",2016-01-04,"nakupni",17.3613753126
"513","ZAR",2016-01-04,"nakupni",15.6263301427
"514","PHP",2016-01-04,"nakupni",47.1499996741
"515","SEK",2016-01-04,"nakupni",8.5107679847
"516","IDR",2016-01-04,"nakupni",13973.458763635
"517","SAR",2016-01-04,"nakupni",3.754454
"518","BRL",2016-01-04,"nakupni",4.0624383276
"519","TRY",2016-01-04,"nakupni",2.9668110952
"520","KES",2016-01-04,"nakupni",102.2007969971
"521","KRW",2016-01-04,"nakupni",1192.3923040768
"522","EGP",2016-01-04,"nakupni",7.8300199242
"523","IQD",2016-01-04,"nakupni",1094.008
"524","NOK",2016-01-04,"nakupni",8.9282155859
"525","KWD",2016-01-04,"nakupni",0.3028079996
"526","RUB",2016-01-04,"nakupni",73.2085124407
"527","DKK",2016-01-04,"nakupni",6.9083630088
"528","PKR",2016-01-04,"nakupni",104.8
"529","ILS",2016-01-04,"nakupni",3.9146962309
"530","PLN",2016-01-04,"nakupni",3.9817566763
